id,term,aliases,category,subcategory,priority,shortDefinition,postAnswerExpandedExplanation,tusPearl,differentialPoint,safeNestedTerms,occurrenceCount,sourceTextExamples
v396-anatomy-tehlikeli-yuz-ucgeni,Tehlikeli yüz üçgeni,"[""Tehlikeli yüz üçgeni"", ""danger triangle of face"", ""yüzün tehlikeli üçgeni""]",Anatomi / venöz yayılım,Kavernöz sinüs bağlantısı,P1,"Burun kökü ve ağız köşeleri arasında kalan, venöz bağlantılar nedeniyle enfeksiyon yayılımı açısından önemli yüz bölgesidir.",Kapaksız venöz bağlantılar enfeksiyonun kavernöz sinüse yayılmasına zemin hazırlayabilir; çift görme ve kraniyal sinir bulguları gelişebilir.,Yüz enfeksiyonu + diplopi = kavernöz sinüs yayılımı düşün.,Lokal selülitten farkı kraniyal sinir ve orbital bulgularla komplike olabilmesidir.,"[""Kavernöz sinüs"", ""Oftalmik ven"", ""Pterigoid venöz pleksus""]",4,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js"", ""text"": ""[CARD tus-pearl-anatomy-191-spot] keywords[0]: tehlikeli yüz üçgeni""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js"", ""text"": ""[CARD tus-pearl-anatomy-191-spot] tusTip: Tehlikeli yüz üçgeni + kapakçıksız venler + oftalmik ven bağlantısı = kavernöz sinüs riski.""}]"
v396-anatomy-calot-ucgeni,Calot üçgeni,"[""Calot üçgeni"", ""hepatosistik üçgen"", ""cystohepatic triangle"", ""Calot triangle""]",Anatomi / hepatobilier,Kolesistektomi landmarkı,P0,"Sistik kanal, common hepatic duct ve karaciğer alt yüzü arasında tanımlanan kolesistektomi açısından kritik üçgendir.",Laparoskopik kolesistektomide sistik arter ve sistik kanal güvenli diseksiyon için bu bölgede tanınır; yanlış yapı kesilmesi safra yolu yaralanması yapabilir.,Kolesistektomide kritik güvenlik anatomisi Calot/hepatosistik üçgen üzerinden kurulur.,Eski tanımda alt sınır sistik arter olarak verilebilir; modern cerrahi pratikte hepatosistik üçgen kullanılır.,"[""Sistik arter"", ""Sistik kanal"", ""Common hepatic duct""]",39,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js"", ""text"": ""[CASE v184-new-200-laparoskopik-kolesistektomi-sirasinda-anatomik-alan] learningTarget: Hepatosistik üçgen sınırlarını, cystic artery içeriğini ve ana safra yolu komşuluklarını karıştırmadan tanımlayabilme.""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js"", ""text"": ""[CASE v184-new-200-laparoskopik-kolesistektomi-sirasinda-anatomik-alan] investigations[0].postAnswerExplanation: Modern hepatosistik üçgen, ductus cysticus, ductus hepaticus communis ve karaciğerin inferior kenarı ile sınırlanır; cystic artery genellikle bu alanın içeriği olarak güvenli görüş sırasında tanımlanır.""}]"
v396-anatomy-sistik-arter,Sistik arter,"[""Sistik arter"", ""cystic artery"", ""arteria cystica""]",Anatomi / hepatobilier damar,Safra kesesi arteri,P1,Safra kesesini besleyen ve çoğunlukla sağ hepatik arterden çıkan arterdir.,Calot üçgeninde bulunur; kolesistektomide güvenli şekilde kliplenmesi gereken ana vasküler yapıdır.,Sistik arter genellikle sağ hepatik arterden çıkar ve Calot üçgeninde aranır.,Common hepatic arter daha proksimal ana arterdir; sistik arter safra kesesine özgü dal olarak sorulur.,"[""Calot üçgeni"", ""Sağ hepatik arter"", ""Safra kesesi""]",29,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js"", ""text"": ""[CASE v184-new-200-laparoskopik-kolesistektomi-sirasinda-anatomik-alan] learningTarget: Hepatosistik üçgen sınırlarını, cystic artery içeriğini ve ana safra yolu komşuluklarını karıştırmadan tanımlayabilme.""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js"", ""text"": ""[CASE v184-new-200-laparoskopik-kolesistektomi-sirasinda-anatomik-alan] investigations[0].postAnswerExplanation: Modern hepatosistik üçgen, ductus cysticus, ductus hepaticus communis ve karaciğerin inferior kenarı ile sınırlanır; cystic artery genellikle bu alanın içeriği olarak güvenli görüş sırasında tanımlanır.""}]"
v396-anatomy-sistik-kanal,Sistik kanal,"[""Sistik kanal"", ""cystic duct"", ""ductus cysticus""]",Anatomi / hepatobilier kanal,Safra kesesi kanalı,P1,Safra kesesini common hepatic duct ile birleştirerek common bile duct oluşumuna katılan kanaldır.,Kolesistektomide sistik kanal doğru tanınmalıdır; common bile duct ile karıştırılması ciddi safra yolu yaralanmasına neden olabilir.,Sistik kanal safra kesesini ana safra yoluna bağlar.,Common hepatic duct karaciğerden gelen safrayı taşır; sistik kanal safra kesesiyle ilişkilidir.,"[""Calot üçgeni"", ""Common hepatic duct"", ""Safra kesesi""]",39,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js"", ""text"": ""[CASE v184-new-200-laparoskopik-kolesistektomi-sirasinda-anatomik-alan] investigations[0].postAnswerExplanation: Modern hepatosistik üçgen, ductus cysticus, ductus hepaticus communis ve karaciğerin inferior kenarı ile sınırlanır; cystic artery genellikle bu alanın içeriği olarak güvenli görüş sırasında tanımlanır.""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js"", ""text"": ""[CASE v184-new-200-laparoskopik-kolesistektomi-sirasinda-anatomik-alan] investigations[0].explanationAfterAnswer: Modern hepatosistik üçgen, ductus cysticus, ductus hepaticus communis ve karaciğerin inferior kenarı ile sınırlanır; cystic artery genellikle bu alanın içeriği olarak güvenli görüş sırasında tanımlanır.""}]"
v396-anatomy-common-hepatic-duct,Common hepatic duct,"[""Common hepatic duct"", ""ortak hepatik kanal"", ""ductus hepaticus communis""]",Anatomi / hepatobilier kanal,Karaciğer safra kanalı,P1,"Sağ ve sol hepatik kanalların birleşmesiyle oluşan, karaciğer safrasını taşıyan kanaldır.",Sistik kanal ile birleşince common bile duct oluşur; kolesistektomide sistik kanal ile karıştırılmaması gerekir.,Common hepatic duct + sistik kanal birleşimi common bile duct oluşturur.,Common bile duct daha distal ana safra kanalıdır; common hepatic duct sistik kanal öncesidir.,"[""Sistik kanal"", ""Calot üçgeni"", ""Common bile duct""]",31,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js"", ""text"": ""[CASE v184-new-200-laparoskopik-kolesistektomi-sirasinda-anatomik-alan] investigations[0].postAnswerExplanation: Modern hepatosistik üçgen, ductus cysticus, ductus hepaticus communis ve karaciğerin inferior kenarı ile sınırlanır; cystic artery genellikle bu alanın içeriği olarak güvenli görüş sırasında tanımlanır.""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js"", ""text"": ""[CASE v184-new-200-laparoskopik-kolesistektomi-sirasinda-anatomik-alan] investigations[0].explanationAfterAnswer: Modern hepatosistik üçgen, ductus cysticus, ductus hepaticus communis ve karaciğerin inferior kenarı ile sınırlanır; cystic artery genellikle bu alanın içeriği olarak güvenli görüş sırasında tanımlanır.""}]"
v396-anatomy-marginal-arter,Marginal arter,"[""Marginal arter"", ""Drummond marginal arteri"", ""marginal artery of Drummond""]",Anatomi / abdominal damar,Kolon kollateral dolaşımı,P2,Kolon boyunca SMA ve IMA dalları arasında kollateral bağlantı sağlayan arteriyel arkaddır.,Kolon iskemisi ve cerrahi rezeksiyonlarda kollateral dolaşım kapasitesini belirler; watershed alanlarda yetersiz kalabilir.,Marginal arter kolonun SMA-IMA kollateral hattıdır.,Arc of Riolan daha merkezi bir kollateral bağlantı olarak ayrı düşünülebilir.,"[""SMA alanı"", ""IMA alanı"", ""Watershed alan""]",0,[]
v396-anatomy-sudeck-noktasi,Sudeck noktası,"[""Sudeck noktası"", ""Sudeck point"", ""rektosigmoid watershed alanı""]",Anatomi / vasküler sınır,Kolon iskemisi,P1,Sigmoid arter dalları ile superior rektal arter arasındaki kollateralin zayıf olabildiği rektosigmoid bölgedir.,Rektosigmoid bileşke iskemik kolit açısından hassas watershed bölgelerden biridir; IMA distal dağılımını anlamada kullanılır.,Sudeck noktası rektosigmoid watershed bölge olarak sorulabilir.,Splenik fleksura Griffith noktasıdır; Sudeck noktası rektosigmoid alandadır.,"[""İnferior mezenterik arter alanı"", ""Watershed alan"", ""Griffith noktası""]",0,[]
v396-anatomy-ureter-uterin-arter-iliskisi,Üreter-uterin arter ilişkisi,"[""Üreter-uterin arter ilişkisi"", ""üreter uterin arterin altından geçer"", ""water under the bridge"", ""su köprünün altından geçer""]",Anatomi / pelvis,Cerrahi komşuluk,P0,Kadın pelvisinde üreterin uterin arterin altından geçtiğini anlatan klasik anatomik ilişkidir.,Histerektomi ve pelvik cerrahide uterin arter bağlanırken üreter yaralanabilir; “water under the bridge” bu ilişkiyi hatırlatır.,Histerektomide risk: üreter uterin arterin altından geçer.,Ovaryan arter infundibulopelvik ligamentte seyreder; uterin arter kardinal ligament çevresindedir.,"[""Üreter"", ""Uterin arter"", ""Kardinal ligament""]",5,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js"", ""text"": ""[CASE v166-new-037-pelvik-cerrahide-riskli-yapi] diagnosis.pearls[0].text: Kadın pelvisinde “water under the bridge”: üreter, serviks lateralinde uterin arterin altından geçer; histerektomide uterin arter bağlanırken korunmalıdır.""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js"", ""text"": ""[CASE v166-new-037-pelvik-cerrahide-riskli-yapi] diagnosis.answerFeedback.examPearl: Kadın pelvisinde “water under the bridge”: üreter, serviks lateralinde uterin arterin altından geçer; histerektomide uterin arter bağlanırken korunmalıdır.""}]"
v396-anatomy-ureter,Üreter,"[""Üreter"", ""ureter""]",Anatomi / pelvis-üriner sistem,İdrar iletim kanalı,P2,Böbrek pelvisinden mesaneye idrar taşıyan retroperitoneal musküler kanaldır.,"Pelvis cerrahisinde uterin arter, infundibulopelvik ligament ve pelvik yan duvar komşulukları nedeniyle yaralanma riski taşır.",Pelvik cerrahide üreterin damarlarla ilişkisi sık sorulur.,Üretra mesaneden dışarı idrarı taşır; üreter böbrekten mesaneye taşır.,"[""Üreter-uterin arter ilişkisi"", ""Uterin arter"", ""Retroperitoneal yapı""]",45,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js"", ""text"": ""[CASE v166-new-037-pelvik-cerrahide-riskli-yapi] diagnosis.correct: Üreter""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js"", ""text"": ""[CASE v166-new-037-pelvik-cerrahide-riskli-yapi] diagnosis.options[1]: Üreter""}]"
v396-anatomy-uterin-arter,Uterin arter,"[""Uterin arter"", ""uterine artery"", ""arteria uterina""]",Anatomi / pelvis damar,İç iliak arter dalı,P1,İç iliak arterden çıkan ve uterus kanlanmasını sağlayan arterdir.,Üreterin üzerinden geçer; histerektomi sırasında bağlanırken üreterin korunması gerekir.,Uterin arter üreterin üstünden geçer: “water under the bridge”.,Ovaryan arter aortadan çıkar ve over kanlanmasıyla ilişkilidir.,"[""Üreter-uterin arter ilişkisi"", ""Kardinal ligament"", ""İç iliak arter""]",82,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js"", ""text"": ""[CASE v166-new-037-pelvik-cerrahide-riskli-yapi] clinicalFocus: Histerektomi planlanan hastada uterin arter pedikülü çevresindeki topografik komşuluğu cerrahi güvenlik açısından yorumlama.""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js"", ""text"": ""[CASE v166-new-037-pelvik-cerrahide-riskli-yapi] investigations[0].result.interpretation: Cerrahi risk, uterin arter pedikülünün serviks lateralindeki topografik komşulukları nedeniyle önem taşır.""}]"
v396-anatomy-kardinal-ligament,Kardinal ligament,"[""Kardinal ligament"", ""transvers servikal ligament"", ""cardinal ligament"", ""Mackenrodt ligamenti""]",Anatomi / pelvis bağları,Uterus desteği,P1,"Serviks ve üst vajinayı lateral pelvik duvara bağlayan, uterin damarları taşıyan destek yapıdır.",Histerektomi sırasında uterin arter ve üreter komşuluğu nedeniyle kardinal ligament bölgesi cerrahi açıdan önemlidir.,Kardinal ligament uterin damarların geçtiği temel uterin destek yapılarındandır.,Uterosakral ligament serviksi sakruma doğru destekler; kardinal ligament lateral destektir.,"[""Uterin arter"", ""Üreter"", ""Uterus desteği""]",0,[]
v396-anatomy-uterosakral-ligament,Uterosakral ligament,"[""Uterosakral ligament"", ""uterosacral ligament"", ""ligamentum uterosacrale""]",Anatomi / pelvis bağları,Uterus desteği,P2,Serviksi sakruma doğru destekleyen pelvik bağ yapısıdır.,Pelvik organ prolapsusu ve uterus destek mekanizmalarında kardinal ligamentle birlikte değerlendirilir.,Uterus desteğinde kardinal + uterosakral ligament ikilisi kliniktir.,Round ligament uterus pozisyonuna katkı verir; temel apikal destek kardinal/uterosakral sistemdir.,"[""Kardinal ligament"", ""Pelvik organ prolapsusu"", ""Serviks""]",0,[]
v396-anatomy-retropubik-alan,Retropubik alan,"[""Retropubik alan"", ""Retzius boşluğu"", ""space of Retzius"", ""retropubic space""]",Anatomi / pelvis,Cerrahi boşluk,P2,"Pubis arkasında, mesane önünde yer alan ekstraperitoneal cerrahi boşluktur.","Ürojinekolojik cerrahi, mesane ve pubis komşuluğu ile ilgili sorularda retropubik alan anatomisi önemlidir.",Retropubik alan pubis ile mesane arasındaki ekstraperitoneal boşluktur.,Prevezikal alan ile ilişkilidir; intraperitoneal boşluk değildir.,"[""Mesane"", ""Pubis"", ""Ekstraperitoneal alan""]",0,[]
v396-anatomy-iskial-spine,İskial spine,"[""İskial spine"", ""ischial spine"", ""spina ischiadica"", ""iskial diken""]",Anatomi / pelvis,Pudendal blok landmarkı,P1,Sakrospinöz ligamentin tutunduğu ve pudendal sinir bloğunda kullanılan pelvik kemik çıkıntısıdır.,Doğum analjezisi veya pudendal blokta iğne lokalizasyonu için iskial spine palpe edilir; pudendal sinir bu bölge komşuluğunda seyreder.,Pudendal blok landmarkı iskial spine/sakrospinöz ligament çevresidir.,İskial tuberositas oturma çıkıntısıdır; iskial spine pudendal blok landmarkıdır.,"[""Pudendal sinir"", ""Sakrospinöz ligament"", ""Pudendal kanal""]",41,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js"", ""text"": ""[CASE v194-new-306-dogum-analjezisi-sonrasi-perineal-uyusma] diagnosis.correct: Spina ischiadica""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js"", ""text"": ""[CASE v194-new-306-dogum-analjezisi-sonrasi-perineal-uyusma] diagnosis.options[3]: Spina ischiadica""}]"
v396-anatomy-sakrospinoz-ligament,Sakrospinöz ligament,"[""Sakrospinöz ligament"", ""sacrospinous ligament"", ""ligamentum sacrospinale""]",Anatomi / pelvis bağı,Pudendal sinir komşuluğu,P1,Sakrumdan iskial spine’a uzanan pelvik bağdır.,Pudendal sinir iskial spine ve sakrospinöz ligament yakınından geçer; doğum analjezisi ve pudendal sinir bloğunda kullanılır.,Pudendal blokta iskial spine + sakrospinöz ligament ilişkisinden yararlanılır.,Sakrotüberöz ligament iskial tuberositasa uzanır ve farklı sınır oluşturur.,"[""İskial spine"", ""Pudendal sinir"", ""Pudendal blok""]",32,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js"", ""text"": ""[CASE v194-new-306-dogum-analjezisi-sonrasi-perineal-uyusma] clinicalFocus: Doğum eyleminde perineal analjezi sağlayan sinir bloğunu pelvik kemik landmarkı, sakrospinöz ligament komşuluğu ve perineal duyu dağılımıyla eşleştirme.""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js"", ""text"": ""[CASE v194-new-306-dogum-analjezisi-sonrasi-perineal-uyusma] learningTarget: Pudendal sinir bloğunda hedef landmarkı iskiyal çıkıntı, sakrospinöz ligament ve perineal duyu anatomisi üzerinden açıklayabilme.""}]"
v396-anatomy-pudendal-kanal,Pudendal kanal,"[""Pudendal kanal"", ""Alcock kanalı"", ""pudendal canal"", ""Alcock canal""]",Anatomi / perine,Pudendal sinir kanalı,P1,Obturator internus fasyası içinde pudendal sinir ve internal pudendal damarların seyrettiği kanaldır.,"Perineal ağrı, pudendal sinir sıkışması ve pudendal blok anatomisinde temel geçiş alanıdır.",Pudendal sinir Alcock kanalından geçer.,Obturator kanal obturator sinir/damar; pudendal kanal pudendal nörovasküler paketle ilişkilidir.,"[""Pudendal sinir"", ""İskial spine"", ""Sakrospinöz ligament""]",16,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js"", ""text"": ""[CASE v185-new-203-kasik-ameliyati-sonrasi-uyusma] diagnosis.optionComparison.Nervus pudendus: Pudendal sinir perine, dış anal sfinkter ve dış genital organların daha inferior/perineal duyusuyla ilişkilidir. Perianal duyu ve sfinkter tonusunun korunması pudendal kanal düzeyinde bir lezyonu desteklemez.""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js"", ""text"": ""[CASE v185-new-203-kasik-ameliyati-sonrasi-uyusma] diagnosis.answerFeedback.optionComparison.Nervus pudendus: Pudendal sinir perine, dış anal sfinkter ve dış genital organların daha inferior/perineal duyusuyla ilişkilidir. Perianal duyu ve sfinkter tonusunun korunması pudendal kanal düzeyinde bir lezyonu desteklemez.""}]"
v396-anatomy-corpus-perineale,Corpus perineale,"[""Corpus perineale"", ""perineal body"", ""perineal cisim""]",Anatomi / perine,Perine destek merkezi,P0,Perinenin orta hattında birçok kas ve fasyanın tutunduğu fibromusküler destek noktasıdır.,Median epizyotomi veya doğum travmasında zarar görürse pelvik taban desteği ve anal sfinkter bütünlüğü etkilenebilir.,Median epizyotomide corpus perineale hasarı pelvik taban desteği açısından önemlidir.,Mediolateral epizyotomi bazı durumlarda anal sfinkter yaralanma riskini azaltmak için tercih edilir.,"[""Pelvik taban"", ""Epizyotomi"", ""Anal sfinkter""]",12,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js"", ""text"": ""[CARD tus-pearl-anatomy-130-spot] topic: Median epizyotomi ve corpus perineale""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js"", ""text"": ""[CARD tus-pearl-anatomy-130-spot] keywords[1]: corpus perineale""}]"
v396-anatomy-paraaortik-lenf-nodlari,Paraaortik lenf nodları,"[""Paraaortik lenf nodları"", ""paraaortic lymph nodes"", ""lomber lenf nodları"", ""para-aortik lenf nodu""]",Anatomi / lenfatik drenaj,Testis-over lenf drenajı,P1,Aort çevresinde yer alan ve testis/over gibi embriyolojik olarak üst abdomen kökenli gonadların lenf drenajını alan nodlardır.,Testis tümörlerinde ilk lenf nodu değerlendirmesi inguinal değil paraaortik bölgedir; skrotal deri ise inguinal nodlara drene olur.,Testis tümörü lenf drenajı paraaortik nodlara gider.,Skrotal deri yüzeyel inguinal nodlara; testis parankimi paraaortik nodlara drene olur.,"[""Testis lenf drenajı"", ""Pampiniform pleksus"", ""Sol testiküler ven""]",17,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js"", ""text"": ""[CASE v194-new-307-testis-kitlesinde-lenf-nodu-degerlendirmesi] diagnosis.correct: Paraaortik lenf nodları""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js"", ""text"": ""[CASE v194-new-307-testis-kitlesinde-lenf-nodu-degerlendirmesi] diagnosis.options[1]: Paraaortik lenf nodları""}]"
v396-anatomy-testis-lenf-drenaji,Testis lenf drenajı,"[""Testis lenf drenajı"", ""testicular lymph drainage"", ""testiküler lenf drenajı""]",Anatomi / lenfatik drenaj,Gonadal drenaj,P1,Testis parankiminin lenfatik drenajının paraaortik/lomber lenf nodlarına olmasıdır.,Testis embriyolojik olarak abdomen kökenli olduğu için tümörlerde ilk nodal yayılım paraaortik nodlara olur; skrotal deri farklı drene olur.,Testis tümöründe inguinal değil paraaortik nod düşün.,Skrotal deri yüzeyel inguinal nodlara drene olduğu için testis parankiminden ayrılmalıdır.,"[""Paraaortik lenf nodları"", ""Skrotal deri"", ""Testis tümörü""]",0,[]
v396-anatomy-pampiniform-pleksus,Pampiniform pleksus,"[""Pampiniform pleksus"", ""pampiniform plexus"", ""plexus pampiniformis""]",Anatomi / venöz drenaj,Testiküler ven pleksusu,P1,Spermatik kord içinde testiküler arter çevresinde yer alan venöz pleksustur.,Isı değişimini ve testiküler venöz drenajı sağlar; sol testiküler venin sol renal vene dik açıyla açılması sol varikosel yatkınlığını açıklar.,Sol varikosel pampiniform pleksus dilatasyonudur.,Testis lenf drenajı paraaortik nodlara; venöz drenaj testiküler venlere gider.,"[""Sol testiküler ven"", ""Varikosel"", ""Spermatik kord""]",2,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js"", ""text"": ""[CARD tus-pearl-anatomy-187-spot] keywords[3]: pampiniform pleksus""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js"", ""text"": ""[CARD tus-pearl-anatomy-187-spot] explanation: Sol testiküler ven doğrudan vena cava inferiora değil sol renal vene açılır. Sol renal ven basıncı veya drenaj açısı arttığında pampiniform pleksusta venöz göllenme ve varikosel gelişimine yatkınlık oluşur.""}]"
v396-anatomy-sol-testikuler-ven,Sol testiküler ven,"[""Sol testiküler ven"", ""left testicular vein"", ""sol gonadal ven""]",Anatomi / venöz drenaj,Gonadal ven,P1,Sol testisten gelen venöz kanı sol renal vene drene eden gonadal vendir.,Sol renal vene dik açıyla açılması ve renal ven basıncı nedeniyle sol varikosel sağa göre daha sık görülür.,Sol varikosel sol testiküler venin sol renal vene drenajıyla açıklanır.,Sağ testiküler ven genellikle doğrudan inferior vena cava’ya açılır.,"[""Pampiniform pleksus"", ""Varikosel"", ""Sol renal ven""]",9,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js"", ""text"": ""[CARD tus-pearl-anatomy-187-spot] keywords[1]: sol testiküler ven""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js"", ""text"": ""[CARD tus-pearl-anatomy-187-spot] front: Sol varikoselin sağa göre daha sık görülmesi sol testiküler venin hangi drenaj özelliğiyle açıklanır?""}]"
v396-anatomy-nternal-kapsul-posterior-bacagi,Internal kapsül posterior bacağı,"[""Internal kapsül posterior bacağı"", ""posterior limb of internal capsule"", ""capsula interna posterior bacağı""]",Anatomi / nöroanatomi,Motor yol geçişi,P1,Kortikospinal liflerin yoğun geçtiği internal kapsül bölümüdür.,Küçük laküner lezyonlar bile karşı taraf yüz-kol-bacak motor defisite neden olabilir; saf motor inme lokalizasyonu için önemlidir.,Saf motor hemiparezi internal kapsül posterior bacağıyla sorulabilir.,Broca/Wernicke kortikal dil alanlarıdır; internal kapsül derin motor yol yapısıdır.,"[""Kortikospinal trakt"", ""Laküner inme"", ""Hemiparezi""]",2,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js"", ""text"": ""[CARD tus-pearl-anatomy-180-spot] topic: Capsula interna posterior bacağı""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js"", ""text"": ""[CARD tus-pearl-anatomy-180-extra] topic: Capsula interna posterior bacağı""}]"
v396-anatomy-kortikospinal-trakt,Kortikospinal trakt,"[""Kortikospinal trakt"", ""corticospinal tract"", ""piramidal trakt"", ""piramidal yol""]",Anatomi / motor yol,Üst motor nöron yolu,P1,Serebral korteksten spinal motor nöronlara inen istemli motor kontrol yoludur.,"Lezyonunda üst motor nöron bulguları, spastisite ve karşı taraf güçsüzlük gelişebilir; internal kapsül lezyonlarında yoğun lif etkilenir.",Kortikospinal trakt lezyonu üst motor nöron bulgusu yapar.,Alt motor nöron lezyonu fasikülasyon ve belirgin atrofiyle ayrılır.,"[""Internal kapsül posterior bacağı"", ""Üst motor nöron"", ""Hemiparezi""]",2,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js"", ""text"": ""[CARD tus-pearl-anatomy-180-spot] keywords[2]: kortikospinal trakt""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js"", ""text"": ""[CARD tus-pearl-anatomy-180-extra] keywords[1]: kortikospinal trakt""}]"
v396-anatomy-torasik-outlet,Torasik outlet,"[""Torasik outlet"", ""thoracic outlet"", ""torasik çıkış""]",Anatomi / nörovasküler geçiş,Boyun-üst ekstremite geçişi,P1,Brakiyal pleksus ve subklavian damarların boyundan üst ekstremiteye geçtiği dar anatomik bölgedir.,Servikal kosta veya skalen aralık problemleri alt trunkus brakiyal pleksus ve subklavian damar basısı yapabilir.,Servikal kosta + elde güçsüzlük/uyuşma torasik outlet basısını düşündürür.,Karpal tünel distal median sinir sıkışmasıdır; torasik outlet daha proksimal pleksus/damar basısıdır.,"[""Servikal kosta"", ""Alt trunkus brakiyal pleksus"", ""Subklavian arter""]",35,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js"", ""text"": ""[CASE v195-new-336-boyun-kaburgasi-ve-elde-gucsuzluk] learningTarget: Torasik çıkışta basıya uğrayan C8-T1 ağırlıklı pleksus bölümünü üst trunkus, kord ve distal sinir lezyonlarından ayırt edebilme.""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js"", ""text"": ""[CASE v195-new-336-boyun-kaburgasi-ve-elde-gucsuzluk] stem: Hasta birkaç aydır sağ elde çabuk yorulma, ince kavrama sırasında güçsüzlük ve ön kolun iç yüzünde uyuşma tariflemektedir. Yakınmalar özellikle kolunu baş üstünde tuttuğunda veya omuz kuşağını geriye aldığında artmaktadır. Boyun-omuz bileşkesinde uzun süredir baskı hissi vardır; belirgin travma ya da akut omuz çıkığı öyküsü yoktur. Proksimal kol ha…""}]"
v396-anatomy-servikal-kosta,Servikal kosta,"[""Servikal kosta"", ""cervical rib"", ""boyun kaburgası""]",Anatomi / konjenital varyasyon,Torasik outlet nedeni,P1,C7 düzeyinden kaynaklanabilen ek kaburga benzeri kemik varyasyonudur.,Torasik outlet bölgesinde alt trunkus veya subklavian damar basısı yapabilir; elde ulnar taraf ağırlıklı güçsüzlük/duyu bulguları görülebilir.,Servikal kosta torasik outlet sendromunun klasik anatomik nedenlerindendir.,Ulnar sinir distal lezyonu el bileği/dirsek düzeyinde; alt trunkus basısı daha proksimal pleksus paternidir.,"[""Torasik outlet"", ""Alt trunkus brakiyal pleksus"", ""Subklavian damarlar""]",1,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js"", ""text"": ""[CASE v195-new-336-boyun-kaburgasi-ve-elde-gucsuzluk] title: Boyun kaburgası ve elde güçsüzlük""}]"
v396-anatomy-alt-trunkus-brakiyal-pleksus,Alt trunkus brakiyal pleksus,"[""Alt trunkus brakiyal pleksus"", ""lower trunk brachial plexus"", ""C8-T1 alt trunkus"", ""brakiyal pleksus alt trunkusu""]",Anatomi / sinir pleksusu,C8-T1 lifleri,P1,Brakiyal pleksusun C8-T1 köklerinden oluşan alt trunkus bölümüdür.,Torasik outlet veya servikal kosta basısında el intrinsik kasları ve ulnar taraf duyusu etkilenebilir; T1 sempatik liflerle Horner ilişkisi de düşünülebilir.,Servikal kosta basısı sıklıkla alt trunkus/C8-T1 paternini verir.,Ulnar sinir lezyonu distal periferik sinirdir; alt trunkus lezyonu daha geniş C8-T1 dağılımı yapabilir.,"[""Torasik outlet"", ""Servikal kosta"", ""Ulnar sinir""]",0,[]
