id,term,aliases,category,subcategory,priority,shortDefinition,postAnswerExplanation,tusPearl,differentialPoint,safeNestedTerms,occurrenceCount,sourceTextExamples
v399-biochemistry-galaktitol,Galaktitol,"[""Galaktitol"", ""galactitol""]",Tıbbi Biyokimya,Galaktoz metabolizması,P1,Galaktozun aldol redüktazla indirgenmesiyle oluşan alkol şekerdir.,Galaktitol lens içinde osmotik birikir ve katarakt gelişimine katkı sağlar. Galaktoz metabolizma bozukluklarında göz bulgusunu bu osmotic birikim açıklar.,Galaktozemide katarakt soruluyorsa galaktitol birikimini düşün.,Galaktoz-1-fosfat sistemik toksisiteyi; galaktitol lens/katarakt bulgusunu açıklar.,"[""Katarakt"", ""Klasik galaktozemi"", ""Aldol redüktaz"", ""Galaktoz-1-fosfat""]",9,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Hap Card Override tus-pearl-medical-biochemistry-227-spot] explanation: GALT, galaktoz-1-fosfatı UDP-glukozla reaksiyona sokarak UDP-galaktoz oluşturur. Eksiklikte galaktoz-1-fosfat karaciğer ve böbrekte toksik birikir; galaktitol lens içinde osmotik hasar yaparak katarakta katkı verir.""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Hap Card Override tus-pearl-medical-biochemistry-227-spot] keywords[2]: galaktitol""}]"
v399-biochemistry-glikojenez,Glikojenez,"[""Glikojenez"", ""glycogenesis"", ""glikojen sentezi""]",Tıbbi Biyokimya,Glikojen metabolizması,P1,Glukoz fazlasının glikojen halinde depolanmasıdır.,Toklukta insülin etkisiyle glikojen sentezi artar ve karaciğer ile kas depoları dolar. Bu süreç enerji fazlasını kısa-orta vadeli karbonhidrat deposuna çevirir.,İnsülin glikojenezi artırır; glukagon ve adrenalin glikojenolizi artırır.,Glikojenez depolama yoludur; glikojenoliz depo yıkımıdır.,"[""İnsülin"", ""Glikojenoliz"", ""UDP-glukoz"", ""Glikojen sentaz""]",3,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Hap Card Override tus-pearl-medical-biochemistry-225-extra] back: Glukoz-6-fosfat serbest glukoza çevrilemediği için glikojen sentezine geri yönelir.""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Hap Card Override tus-pearl-medical-biochemistry-225-extra] answer: Glukoz-6-fosfat serbest glukoza çevrilemediği için glikojen sentezine geri yönelir.""}]"
v399-biochemistry-hfe-proteini,HFE proteini,"[""HFE proteini"", ""HFE"", ""HFE protein""]",Tıbbi Biyokimya,Demir metabolizması,P1,Hepcidin düzenlenmesine katılan ve herediter hemokromatozla ilişkili demir metabolizması proteinidir.,"HFE kusurunda hepcidin yanıtı yetersiz kalabilir; bağırsaktan demir emilimi artar ve dokularda demir birikir. Karaciğer, pankreas, kalp ve eklem bulguları bu yüklenmeyle ilişkilidir.",HFE mutasyonu demir emilimi artışı ve hemokromatoz paternini açıklar.,Wilson bakır birikimi; hemokromatoz demir birikimi hastalığıdır.,"[""Herediter hemokromatoz"", ""Hepcidin"", ""Transferrin satürasyonu"", ""Ferritin""]",20,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v194-new-317-genc-hastada-karaciger-ve-hareket-bulgulari] diagnosis.options[1]: HFE aracılı hepsidin regülasyonunun bozulmasıyla intestinal demir emiliminin artması""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v194-new-317-genc-hastada-karaciger-ve-hareket-bulgulari] diagnosis.answerFeedback.optionComparison.HFE aracılı hepsidin regülasyonunun bozulmasıyla intestinal demir emiliminin artması: HFE ilişkili hemokromatoz demir yüklenmesi, ferritin/transferrin satürasyonu yüksekliği ve erişkin başlangıçlı organ hasarıyla düşünülür. Serüloplazmin düşüklüğü, idrar bakırı artışı ve korneal pigment halkası demir değil bakır metabolizması ayrımını yapar.""}]"
v399-biochemistry-hmg-coa-liyaz,HMG-CoA liyaz,"[""HMG-CoA liyaz"", ""HMG-CoA lyase"", ""3-hidroksi-3-metilglutaril-CoA liyaz""]",Tıbbi Biyokimya,Keton metabolizması,P1,HMG-CoA’yı asetoasetata parçalayarak keton cismi oluşumunu sağlayan enzimdir.,HMG-CoA liyaz ketogenezde asetoasetat üretir. Kusurunda açlıkta keton üretimi bozulabilir ve hipoketotik hipoglisemi gelişebilir.,HMG-CoA liyaz keton cismi üretiminde asetoasetat basamağıdır.,HMG-CoA sentaz HMG-CoA oluşturur; HMG-CoA liyaz bunu asetoasetata çevirir.,"[""Ketogenez"", ""Asetoasetat"", ""Hipoketotik hipoglisemi"", ""HMG-CoA sentaz""]",1,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry TUS Pearl Card HMG-CoA redüktaz] trap: HMG-CoA liyaz keton cisimciği üretimiyle ilişkilidir.""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry TUS Pearl Card HMG-CoA redüktaz] trap: HMG-CoA liyaz keton cisimciği üretimiyle ilişkilidir.""}]"
v399-biochemistry-hmg-coa-sentaz,HMG-CoA sentaz,"[""HMG-CoA sentaz"", ""HMG-CoA synthase"", ""3-hidroksi-3-metilglutaril-CoA sentaz""]",Tıbbi Biyokimya,Keton metabolizması,P1,Karaciğer mitokondrisinde keton cismi sentezinde HMG-CoA oluşumunu sağlayan enzimdir.,Ketogenezde asetil-CoA önce HMG-CoA’ya yönelir; HMG-CoA sentaz bu yolun karakteristik basamağıdır. Açlıkta yağ asidi oksidasyonundan gelen asetil-CoA keton üretimine aktarılır.,Ketogenezde mitokondriyal HMG-CoA sentaz kilit basamaktır.,HMG-CoA redüktaz kolesterol sentezindedir; HMG-CoA sentaz ketogenezle ilişkilidir.,"[""Ketogenez"", ""HMG-CoA liyaz"", ""Asetil-CoA"", ""Keton cisimleri""]",14,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v174-new-095-aclik-sonrasi-hipoglisemik-atak] diagnosis.options[1]: HMG-CoA sentaz eksikliği""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v174-new-095-aclik-sonrasi-hipoglisemik-atak] diagnosis.answerFeedback.optionComparison.HMG-CoA sentaz eksikliği: HMG-CoA sentaz eksikliği ketogenez basamağını bozar ve hipoketotik hipoglisemi yapabilir. Ancak orta zincirli açilkarnitin birikimi beta-oksidasyonun MCAD basamağında durduğunu gösterir.""}]"
v399-biochemistry-hem-feedback-inhibisyonu,Hem feedback inhibisyonu,"[""Hem feedback inhibisyonu"", ""heme feedback"", ""hem negatif feedback""]",Tıbbi Biyokimya,Hem metabolizması,P1,Hemin/hemin etkisinin ALA sentazı baskılayarak hem sentez yolunu azaltmasıdır.,Karaciğerde hem düzeyi yüksek olduğunda ALAS1 baskılanır. Akut porfiri tedavisinde hemin verilmesi prekürsör üretimini azaltma mantığıyla çalışır.,Hemin akut porfiride ALA sentazı baskılayarak toksik prekürsör üretimini azaltır.,Glukoz da ALAS1 ekspresyonunu azaltabilir; hemin daha doğrudan feedback sağlar.,"[""ALA sentaz"", ""Akut intermittan porfiri"", ""Hemin"", ""Porfobilinojen""]",0,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""Terim, taranan Tıbbi Biyokimya olgu/hap kart konusunun mekanizma veya safeNested açıklama ihtiyacından türetildi; exact cümle eşleşmesi bulunmadı.""}]"
v399-biochemistry-hidroksilizin,Hidroksilizin,"[""Hidroksilizin"", ""hydroxylysine""]",Tıbbi Biyokimya,Bağ dokusu biyokimyası,P1,Kollajen sentezinde lizin hidroksilasyonu ile oluşan ve glikozilasyon/bağlanma için önemli aminoasit türevidir.,"Lizin hidroksilasyonu C vitamini gerektirir. Kollajen sentez bozukluklarında damar kırılganlığı, yara iyileşmesi bozukluğu ve bağ dokusu zayıflığı gelişebilir.",Lizin ve prolin hidroksilasyonu C vitamini bağımlıdır.,Lizil oksidaz bakır bağımlı çapraz bağ yapar; hidroksilasyon C vitamini bağımlıdır.,"[""Vitamin C"", ""Tropokollajen"", ""Kollajen sentezi"", ""Lizil oksidaz""]",0,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""Terim, taranan Tıbbi Biyokimya olgu/hap kart konusunun mekanizma veya safeNested açıklama ihtiyacından türetildi; exact cümle eşleşmesi bulunmadı.""}]"
v399-biochemistry-hidroksiprolin,Hidroksiprolin,"[""Hidroksiprolin"", ""hydroxyproline""]",Tıbbi Biyokimya,Bağ dokusu biyokimyası,P1,Kollajen üçlü heliks stabilitesi için önemli hidroksillenmiş prolin türevidir.,"Prolin hidroksilasyonu C vitamini gerektirir. C vitamini eksikliğinde kollajen stabilitesi azalır; diş eti kanaması, peteşi ve yara iyileşmesi bozukluğu görülebilir.",C vitamini prolin ve lizin hidroksilasyonu için gereklidir.,Hidroksiprolin stabilite sağlar; lizil oksidaz çapraz bağ oluşturur.,"[""Vitamin C"", ""Kollajen sentezi"", ""Skorbüt"", ""Tropokollajen""]",0,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""Terim, taranan Tıbbi Biyokimya olgu/hap kart konusunun mekanizma veya safeNested açıklama ihtiyacından türetildi; exact cümle eşleşmesi bulunmadı.""}]"
v399-biochemistry-hiperamonyemi-normal-orotik-asit,Hiperamonyemi + normal orotik asit,"[""Hiperamonyemi + normal orotik asit"", ""amonyak yüksekliği + normal orotik asit"", ""normal orotik asitli hiperamonyemi""]",Tıbbi Biyokimya,Metabolik patern,P1,Amonyak yüksekliğine rağmen orotik asidin artmadığı üre döngüsü paternidir.,"Karbamoil fosfat üretimi azsa pirimidin yoluna kaçacak substrat da az olur. Bu nedenle CPS I veya NAGS kusurları, OTC’ye göre normal/düşük orotik asitle ayrılabilir.",Hiperamonyemi var ama orotik asit artmıyorsa CPS I/NAGS tarafını düşün.,OTC eksikliğinde orotik asit artar; CPS I eksikliğinde beklenen artış belirgin değildir.,"[""CPS I eksikliği"", ""N-asetilglutamat"", ""Üre döngüsü"", ""OTC eksikliği""]",0,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""Terim, taranan Tıbbi Biyokimya olgu/hap kart konusunun mekanizma veya safeNested açıklama ihtiyacından türetildi; exact cümle eşleşmesi bulunmadı.""}]"
v399-biochemistry-hipoksantin,Hipoksantin,"[""Hipoksantin"", ""hypoxanthine""]",Tıbbi Biyokimya,Pürin metabolizması,P1,Pürin yıkım ve kurtarma yolunda HGPRT ile IMP’ye geri kazanılabilen bazdır.,HGPRT hipoksantini PRPP ile birleştirip IMP yapar. Bu kurtarma olmazsa hipoksantin ksantin/ürik asit yoluna gider ve pürin yıkımı artar.,HGPRT hipoksantini kurtarır; kayıp olursa ürik asit artar.,Guanin de HGPRT ile kurtarılır; adenin daha çok APRT ile ilişkilidir.,"[""HGPRT"", ""Purin kurtarma yolu"", ""PRPP"", ""Ürik asit""]",203,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v172-new-076-hiperurisemi-ve-davranissal-bulgular] diagnosis.correct: Hipoksantin-guanin fosforiboziltransferaz (HGPRT) eksikliği""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v172-new-076-hiperurisemi-ve-davranissal-bulgular] diagnosis.options[2]: Hipoksantin-guanin fosforiboziltransferaz (HGPRT) eksikliği""}]"
v399-biochemistry-karaciger-glikojeni,Karaciğer glikojeni,"[""Karaciğer glikojeni"", ""hepatic glycogen"", ""karaciğer glikojen deposu""]",Tıbbi Biyokimya,Glikojen metabolizması,P1,Karaciğerde depolanan ve açlıkta kan glukozunu korumaya yarayan glikojendir.,Karaciğer glikojeni glukoz-6-fosfataz içerdiği için serbest glukoz üretimine katkı sağlar. Bu nedenle hepatik glikojen hastalıkları açlık hipoglisemisi ve hepatomegali ile gelebilir.,Karaciğer glikojeni sistemik glukoz dengesini korur.,Kas glikojeni kana doğrudan glukoz veremez; kasın kendi enerji ihtiyacına gider.,"[""Glikojenoliz"", ""Glukoz-6-fosfataz"", ""Kas glikojeni"", ""Hepatomegali""]",0,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""Terim, taranan Tıbbi Biyokimya olgu/hap kart konusunun mekanizma veya safeNested açıklama ihtiyacından türetildi; exact cümle eşleşmesi bulunmadı.""}]"
v399-biochemistry-kas-glikojeni,Kas glikojeni,"[""Kas glikojeni"", ""muscle glycogen"", ""iskelet kası glikojeni""]",Tıbbi Biyokimya,Glikojen metabolizması,P1,Kas hücresinde depolanan ve egzersizde kasın kendi ATP üretimi için kullanılan glikojendir.,Kas glikoz-6-fosfataz içermez; bu yüzden kas glikojeni kan glukozunu doğrudan yükseltmez. McArdle hastalığında egzersiz intoleransı bu kas içi enerji kullanım kusuruyla ilişkilidir.,"Kas glikojeni kas için enerji deposudur, kan glukozu için kaynak değildir.",Karaciğer glikojeni açlık glukozunu korur; kas glikojeni lokal enerji sağlar.,"[""McArdle hastalığı"", ""Kas glikojen fosforilaz"", ""Egzersiz intoleransı"", ""Glikojenoliz""]",6,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Hap Card Override tus-pearl-medical-biochemistry-021-spot] explanation: McArdle hastalığında kas glikojen fosforilaz eksiktir ve iskelet kası glikojeni egzersiz sırasında glukoza mobilize edilemez. İlk eforda enerji açığı kramplara yol açar; kan akımı ve alternatif yakıt kullanımı artınca ikinci nefes fenomeni görülebilir.""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Hap Card Override tus-pearl-medical-biochemistry-021-spot] differentialNote: CPT II eksikliğinde uzun süreli egzersiz veya açlık sonrası yağ asidi oksidasyon kusuru öne çıkar; McArdle kısa yoğun eforda kas glikojenini kullanamaz.""}]"
v399-biochemistry-ketoliz,Ketoliz,"[""Ketoliz"", ""ketone body utilization"", ""keton cismi kullanımı""]",Tıbbi Biyokimya,Keton metabolizması,P1,Keton cisimlerinin ekstrahepatik dokularda asetil-CoA’ya çevrilip enerji için kullanılmasıdır.,"Kalp, kas ve uzamış açlıkta beyin ketonları enerji kaynağı olarak kullanabilir. Karaciğerde tiyoforaz olmadığı için ürettiği ketonu kendisi yakamaz.",Karaciğer keton üretir ama tiyoforaz eksikliği nedeniyle ketonu kullanamaz.,Ketogenez üretimdir; ketoliz kullanım/yıkımdır.,"[""Tiyoforaz"", ""Asetoasetat"", ""Beta-hidroksibütirat"", ""Asetil-CoA""]",0,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""Terim, taranan Tıbbi Biyokimya olgu/hap kart konusunun mekanizma veya safeNested açıklama ihtiyacından türetildi; exact cümle eşleşmesi bulunmadı.""}]"
v399-biochemistry-koenzim-a,Koenzim A,"[""Koenzim A"", ""CoA"", ""coenzyme A"", ""KoA""]",Tıbbi Biyokimya,Vitamin / metabolik taşıyıcı,P1,Pantotenik asit kaynaklı açil grubu taşıyıcı koenzimdir.,"Koenzim A asetil-CoA, süksinil-CoA ve açil-CoA gibi metabolitlerde karbon gruplarını taşır. Karbonhidrat, yağ asidi ve aminoasit metabolizmasının ortak bağlantı noktalarında yer alır.",Koenzim A B5 kökenlidir ve açil grubu taşıyıcısıdır.,NAD/FAD elektron taşır; CoA açil grubu taşır.,"[""Asetil-CoA"", ""Süksinil-CoA"", ""Açil-CoA"", ""Pantotenik asit""]",761,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v173-new-088-norolojik-bulgular-ve-laktik-asidoz] learningTarget: Laktat ve alanin yüksekliğiyle giden nörolojik tabloda pirüvatın asetil-KoA’ya girişini sağlayan PDH kompleks defektini tanıma.""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v173-new-088-norolojik-bulgular-ve-laktik-asidoz] diagnosis.options[4]: Medium-chain acyl-CoA dehydrogenase aktivitesinin azalması""}]"
v399-biochemistry-losin-toksisitesi,Lösin toksisitesi,"[""Lösin toksisitesi"", ""leucine toxicity""]",Tıbbi Biyokimya,Aminoasit metabolizması,P1,Özellikle MSUD’de yüksek lösin düzeylerinin santral sinir sistemi üzerindeki toksik etkisidir.,"Lösin ve ilişkili ketoasitlerin birikimi yenidoğanda letarji, beslenme bozukluğu ve ensefalopatiyle ilişkilidir. Bu nedenle MSUD’de nörolojik bulgular metabolit toksisitesiyle açıklanır.",MSUD’de nörotoksisiteyi en çok düşündüren aminoasit lösindir.,Fenilalanin toksisitesi PKU’da; lösin toksisitesi MSUD’de öne çıkar.,"[""MSUD"", ""Dallı zincirli aminoasitler"", ""BCKD kompleksi"", ""Ensefalopati""]",2,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Hap Card Override tus-pearl-medical-biochemistry-018-extra] keywords[2]: lösin toksisitesi""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Hap Card Override tus-pearl-medical-biochemistry-018-extra] keywords[2]: lösin toksisitesi""}]"
v399-biochemistry-mthfr,MTHFR,"[""MTHFR"", ""metilentetrahidrofolat redüktaz"", ""methylenetetrahydrofolate reductase""]",Tıbbi Biyokimya,Tek karbon metabolizması,P1,"5,10-metilen-THF’yi 5-metil-THF’ye dönüştüren folat enzimi­dir.",MTHFR aktivitesi homosisteinin metiyonine remetilasyonu için metil donörü üretir. Aktivite azalırsa homosistein artabilir ve damar riskiyle ilişkilendirilebilir.,"MTHFR, homosistein remetilasyonu için 5-metil-THF üretir.",CBS transsülfürasyon yoludur; MTHFR remetilasyon yolunun folat tarafıdır.,"[""Homosistein"", ""Folat"", ""Metiyonin sentaz"", ""5-metil-THF""]",57,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v168-new-054-tromboz-egilimi-olan-ergen] diagnosis.options[3]: Methylenetetrahydrofolate reductase (MTHFR) eksikliği""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v168-new-054-tromboz-egilimi-olan-ergen] diagnosis.answerFeedback.optionComparison.Methylenetetrahydrofolate reductase (MTHFR) eksikliği: MTHFR, 5-metil-THF sağlayarak remetilasyonu destekler. MTHFR kusurunda metiyonin artışı beklenmez; lens subluksasyonu ile metiyonin-homosistein birlikte yüksekliği transsülfürasyon blokajını daha güçlü gösterir.""}]"
v399-biochemistry-makrositik-megaloblastik-anemi,Makrositik megaloblastik anemi,"[""Makrositik megaloblastik anemi"", ""megaloblastik makrositik anemi"", ""macrocytic megaloblastic anemia""]",Tıbbi Biyokimya,Vitamin / hematoloji biyokimyası,P1,DNA sentezi bozukluğu nedeniyle büyük ve olgunlaşması gecikmiş eritroid hücrelerle giden anemi tipidir.,B12 veya folat eksikliğinde timidilat sentezi bozulur; çekirdek olgunlaşması sitoplazmaya göre geri kalır. B12 eksikliğinde nörolojik bulgu ve metilmalonik asit artışı ayırıcıdır.,B12 ve folat DNA sentezi üzerinden megaloblastik anemi yapar.,Demir eksikliği mikrositik; B12/folat eksikliği makrositik megaloblastik anemidir.,"[""Vitamin B12"", ""Folat"", ""Timidilat sentaz"", ""Metilmalonik asit""]",0,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""Terim, taranan Tıbbi Biyokimya olgu/hap kart konusunun mekanizma veya safeNested açıklama ihtiyacından türetildi; exact cümle eşleşmesi bulunmadı.""}]"
v399-biochemistry-malat-aspartat-satili,Malat-aspartat şatılı,"[""Malat-aspartat şatılı"", ""malate-aspartate shuttle"", ""malat aspartat taşıma sistemi""]",Tıbbi Biyokimya,Enerji metabolizması,P1,Sitozolik NADH elektronlarını mitokondriye taşıyan yüksek verimli şatıl sistemidir.,Sitozolik NADH mitokondri iç membranını doğrudan geçemez. Malat-aspartat şatılı elektron eşdeğerini matrikse aktararak oksidatif fosforilasyonda daha fazla ATP üretimine katkı sağlar.,Kalp ve karaciğerde malat-aspartat şatılı sitozolik NADH’yi verimli taşır.,Gliserol-3-fosfat şatılı daha düşük ATP verimlidir; malat-aspartat daha yüksek verimlidir.,"[""NADH"", ""Oksidatif fosforilasyon"", ""Gliserol-3-fosfat şatılı"", ""Mitokondri""]",0,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""Terim, taranan Tıbbi Biyokimya olgu/hap kart konusunun mekanizma veya safeNested açıklama ihtiyacından türetildi; exact cümle eşleşmesi bulunmadı.""}]"
v399-biochemistry-nad,NAD+,"[""NAD+"", ""nicotinamide adenine dinucleotide"", ""nikotinamid adenin dinükleotid""]",Tıbbi Biyokimya,Vitamin / redoks kofaktörü,P1,Niasin kaynaklı oksitlenmiş elektron taşıyıcı koenzimdir.,"NAD⁺ glikoliz, TCA döngüsü ve beta oksidasyonda elektron alarak NADH’a dönüşür. Enerji üretimi açısından NADH elektron taşıma zincirine indirgeme gücü sağlar.",NAD⁺ B3 kökenlidir; NADH enerji üretimine elektron taşır.,NADPH daha çok indirgeme biyosentezi/antioksidan savunma içindir; NADH enerji üretiminde öne çıkar.,"[""Niasin"", ""NADH"", ""Glikoliz"", ""Sitrik asit döngüsü""]",25,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v189-new-280-karbonhidrat-sonrasi-laktik-asidoz] diagnosis.coreKnowledge: PDH kompleksi TPP, lipoat, FAD, NAD+ ve CoA kullanır; eksiklikte pirüvat laktat ve alanine yönelir.""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v189-new-282-cig-yumurta-tuketimi-sonrasi-dermatit] diagnosis.optionComparison.Dehidrogenazlar: Dehidrogenazlar çoğunlukla NAD+, FAD veya lipoat gibi kofaktörlerle ilişkilidir. Biotin eksikliğinin klasik hedefi karboksilazlardır, dehidrogenazlar değil.""}]"
v399-biochemistry-nonoksidatif-faz,Nonoksidatif faz,"[""Nonoksidatif faz"", ""non-oxidative phase"", ""pentoz fosfat nonoksidatif faz""]",Tıbbi Biyokimya,Pentoz fosfat yolu,P1,Pentoz fosfat yolunda riboz şekerleri ile glikoliz ara ürünleri arasında dönüşüm yapan bölümdür.,Transketolaz ve transaldolaz reaksiyonları hücrenin riboz ihtiyacı ile glikoliz ara ürünleri ihtiyacını dengeler. Transketolaz tiamin bağımlı olduğu için B1 eksikliğiyle ilişkilendirilebilir.,Nonoksidatif faz riboz-karbon iskeleti dönüşümlerini yapar.,Oksidatif faz NADPH üretir; nonoksidatif faz karbon iskeletlerini yeniden düzenler.,"[""Transketolaz"", ""Riboz-5-fosfat"", ""Fruktoz-6-fosfat"", ""Gliseraldehit-3-fosfat""]",0,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""Terim, taranan Tıbbi Biyokimya olgu/hap kart konusunun mekanizma veya safeNested açıklama ihtiyacından türetildi; exact cümle eşleşmesi bulunmadı.""}]"
v399-biochemistry-oksaloasetat,Oksaloasetat,"[""Oksaloasetat"", ""oxaloacetate"", ""OAA""]",Tıbbi Biyokimya,TCA / glukoneogenez,P1,Sitrik asit döngüsü ve glukoneogenez arasında köprü görevi gören dört karbonlu ara metabolittir.,Oksaloasetat asetil-CoA ile birleşerek sitrat oluşturur; aynı zamanda glukoneogenezde PEP’e dönüşebilir. Enerji ve karbon akışını anlamak için merkezi bir kavramdır.,Asetil-CoA tek başına glukoza dönemez; oksaloasetat glukoneogenez bağlantısını sağlar.,Piruvat karboksilaz oksaloasetat yapar; piruvat dehidrogenaz asetil-CoA yapar.,"[""Piruvat karboksilaz"", ""Sitrik asit döngüsü"", ""PEP karboksikinaz"", ""Asetil-CoA""]",26,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v173-new-088-norolojik-bulgular-ve-laktik-asidoz] diagnosis.answerFeedback.optionComparison.Pirüvat karboksilaz aktivitesinin azalması: Pirüvat karboksilaz biotin bağımlı olarak pirüvatı oksaloasetata çevirir; eksikliğinde laktik asidoz görülebilir. Ancak bu vakada karbonhidrat sonrası pirüvatın asetil-KoA girişindeki blokla uyumlu laktat-alanin-pirüvat paterni ve üst-normal laktat/pirüvat oranı PDH defektini daha iyi destekler.""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v173-new-088-norolojik-bulgular-ve-laktik-asidoz] diagnosis.answerFeedback.whyWrong.Pirüvat karboksilaz aktivitesinin azalması: Pirüvat karboksilaz biotin bağımlı olarak pirüvatı oksaloasetata çevirir; eksikliğinde laktik asidoz görülebilir. Ancak bu vakada karbonhidrat sonrası pirüvatın asetil-KoA girişindeki blokla uyumlu laktat-alanin-pirüvat paterni ve üst-normal laktat/pirüvat oranı PDH defektini daha iyi destekler.""}]"
