id,term,aliases,category,subcategory,priority,shortDefinition,postAnswerExplanation,tusPearl,differentialPoint,safeNestedTerms,occurrenceCount,sourceTextExamples,matchingPriority,answerLeakRisk,ambiguityRisk
v397-physiology-filtrasyon-fraksiyonu,Filtrasyon fraksiyonu,Filtrasyon fraksiyonu | filtration fraction | FF | GFR/RPF oranı,Fizyoloji / renal,Glomerüler filtrasyon,P1,Glomerüler filtrasyon hızının renal plazma akımına oranıdır.,Efferent arteriyol konstriksiyonu RPF’yi azaltırken GFR’yi kısmen koruyabilir; bu durumda filtrasyon fraksiyonu artar. Renal hemodinami sorularında GFR ve RPF birlikte yorumlanmalıdır.,FF = GFR/RPF; efferent konstriksiyonda genellikle artar.,GFR tek başına filtrasyon miktarını; FF akımın ne kadarının filtre edildiğini gösterir.,GFR | RPF | Efferent arteriyol | Anjiyotensin II,827,[Physiology Case v172-new-072-direncli-hipertansiyon-ve-kas-gucsuzlugu] diagnosis.optionComparison.Afferent arteriyol dilatasyonuyla glomerüler filtrasyon basıncının düşmesi: Afferent dilatasyon GFR’yi düşürmez; ayrıca hipokalemi ve alkalozun doğrudan mekanizması değildir. Vakanın belirleyici fizyolojisi tübüler iyon sekresyonudur. || [Physiology Case v172-new-072-direncli-hipertansiyon-ve-kas-gucsuzlugu] diagnosis.whyWrong.Afferent arteriyol dilatasyonuyla glomerüler filtrasyon basıncının düşmesi: Afferent dilatasyon GFR’yi düşürmez; ayrıca hipokalemi ve alkalozun doğrudan mekanizması değildir. Vakanın belirleyici fizyolojisi tübüler iyon sekresyonudur.,92,low,low
v397-physiology-kalin-cikan-kol,Kalın çıkan kol,Kalın çıkan kol | thick ascending limb | Henle kalın çıkan kolu | TAL,Fizyoloji / renal,Henle kulpu,P1,"Henle kulpunun suya geçirgen olmayan, Na-K-2Cl geri emilimi yapan çıkan segmentidir.",Kalın çıkan kol solütü medullaya taşır ama su geçirmez; bu nedenle filtratı seyreltir ve medüller gradyent oluşturur. Loop diüretikler bu segmenti hedefler.,"Kalın çıkan kol su geçirmez, tuz geri emer; medüller gradyentin temel motorudur.",İnen kol suya geçirgendir; kalın çıkan kol tuz geçirgen ama suya kapalıdır.,Countercurrent multiplier | NKCC2 | Medüller osmotik gradyent | Loop diüretik,809,[Physiology Case v168-new-052-bilinc-bulanikligi-ve-hiponatremi] diagnosis.options[3]: Aldosteron eksikliğiyle distal nefronda sodyum geri emiliminin azalması || [Physiology Case v169-new-068-kronik-dispne-ve-hava-hapsi] setting: Göğüs hastalıkları polikliniği,92,low,low
v397-physiology-osmotik-diurez,Osmotik diürez,Osmotik diürez | osmotic diuresis | glukozüriye bağlı diürez | solüt diürezi,Fizyoloji / renal,Tübüler su dengesi,P1,Tübül lümeninde geri emilmeyen solütlerin suyu lümende tutarak idrar hacmini artırmasıdır.,Glukozüri veya mannitol gibi osmotik solütler su geri emilimini azaltır ve poliüri yapar. Bu durum ADH eksikliğinden farklı olarak solüt yüküyle su kaybı oluşturur.,Glukozüri + poliüri osmotik diürez mantığıyla okunur.,Diabetes insipidusta sorun ADH/AQP2 aksıdır; osmotik diürezde lümendeki solüt suyu çeker.,Glukozüri | Serbest su geri emilimi | ADH | Poliüri,60,[Physiology Case v168-new-052-bilinc-bulanikligi-ve-hiponatremi] diagnosis.options[1]: Glukozüriye bağlı osmotik diürezle serbest su kaybının artması || [Physiology Case v168-new-052-bilinc-bulanikligi-ve-hiponatremi] diagnosis.answerFeedback.optionComparison.Glukozüriye bağlı osmotik diürezle serbest su kaybının artması: Osmotik diürezde hiperglisemi veya idrarda yüksek solüt yükü suyu beraberinde sürükler; poliüri ve serbest su kaybı ön plandadır. Bu olguda serum glukozu normaldir ve idrar paterninin temel mesajı osmotik solüt kaybı değil uygunsuz konsantrasyondur.,92,low,low
v397-physiology-pah-klirensi,PAH klirensi,PAH klirensi | para-aminohippurat klirensi | PAH clearance | PAH ile RPF ölçümü,Fizyoloji / renal,Renal plazma akımı ölçümü,P1,Proksimal tübülde güçlü sekrete edilen PAH kullanılarak efektif renal plazma akımının tahmin edilmesidir.,PAH plazmadan neredeyse tamamen temizlendiği için böbreğe gelen plazma akımı hakkında bilgi verir. Bu nedenle RPF ölçümü sorularında PAH klasik belirteçtir.,RPF için PAH; GFR için inülin klasik ölçüm maddesidir.,İnülin filtre edilir ama sekrete/reabsorbe edilmez; PAH sekresyonla plazma akımını yansıtır.,RPF | İnülin klirensi | Proksimal tübül | Renal plazma akımı,11,[Physiology Case ai-spot-vakasiz-secki-132] learningTarget: Para-aminohippurat düşük plazma konsantrasyonlarında glomerüler filtrasyon ve güçlü proksimal tübüler sekresyon ile neredeyse tamamen plazmadan temizlenir. Bu nedenle PAH klirensi etkin renal plazma akımının tahmininde kullanılır. || [Physiology Case ai-spot-vakasiz-secki-132] coreKnowledge: Para-aminohippurat düşük plazma konsantrasyonlarında glomerüler filtrasyon ve güçlü proksimal tübüler sekresyon ile neredeyse tamamen plazmadan temizlenir. Bu nedenle PAH klirensi etkin renal plazma akımının tahmininde kullanılır.,92,low,low
v397-physiology-romk-kanali,ROMK kanalı,ROMK kanalı | renal outer medullary potassium channel | ROMK | renal dış medüller potasyum kanalı,Fizyoloji / renal,Potasyum sekresyonu,P1,Toplayıcı kanal principal hücresinde K⁺ sekresyonuna katkı veren apikal potasyum kanalıdır.,Aldosteron ve distal Na⁺ akımı arttığında ROMK üzerinden K⁺ atılımı artar. Bu mekanizma hiperaldosteronizmde hipokalemiyi açıklar.,Aldosteron artışı → ENaC aktivitesi ↑ → lümen negatifleşir → ROMK ile K⁺ atılımı ↑.,İnsülin potasyumu hücre içine kaydırır; ROMK potasyumu böbrekten atar.,Principal hücre | Aldosteron | ENaC | Hipokalemi,6,"[Physiology Case v172-new-072-direncli-hipertansiyon-ve-kas-gucsuzlugu] diagnosis.answerFeedback.coreKnowledge: Aldosteron, mineralokortikoid reseptör üzerinden ENaC ve Na⁺/K⁺-ATPaz ekspresyonunu artırır; lümen-negatif potansiyel ROMK aracılı K⁺ sekresyonunu ve alfa-interkale hücre H⁺ sekresyonunu destekler. || [Physiology Case v172-new-072-direncli-hipertansiyon-ve-kas-gucsuzlugu] coreKnowledge: Aldosteron, mineralokortikoid reseptör üzerinden ENaC ve Na⁺/K⁺-ATPaz ekspresyonunu artırır; lümen-negatif potansiyel ROMK aracılı K⁺ sekresyonunu ve alfa-interkale hücre H⁺ sekresyonunu destekler.",92,low,low
v397-physiology-serbest-su-geri-emilimi,Serbest su geri emilimi,Serbest su geri emilimi | free water reabsorption | saf su geri emilimi,Fizyoloji / renal,Su dengesi,P1,Solüt eklenmeden suyun geri emilerek vücutta tutulmasıdır.,ADH etkisiyle toplayıcı kanalda su geri emilir; bu durum serum sodyumunu seyreltebilir. Hipotonik hiponatremi yorumunda sodyum kaybından çok su fazlalığı mantığı önemlidir.,"Hipotonik hiponatremide problem çoğu kez sodyum eksikliği değil, serbest su fazlalığıdır.",Osmotik diürezde solüt suyu lümende tutar; ADH etkisinde su lümenden geri emilir.,ADH | Aquaporin-2 | Hipotonik hiponatremi | İdrar osmolalitesi,27,[Physiology Case v168-new-052-bilinc-bulanikligi-ve-hiponatremi] diagnosis.correct: V2 reseptörü aracılığıyla principal hücrelerde aquaporin-2 yerleşiminin artması ve serbest su geri emiliminin sürmesi || [Physiology Case v168-new-052-bilinc-bulanikligi-ve-hiponatremi] diagnosis.options[2]: V2 reseptörü aracılığıyla principal hücrelerde aquaporin-2 yerleşiminin artması ve serbest su geri emiliminin sürmesi,92,low,low
v397-physiology-vasa-recta,Vasa recta,Vasa recta | vasa recta kapillerleri | vasa recta,Fizyoloji / renal,Medüller akım,P1,Juxtamedüller nefronların Henle kulplarına paralel seyreden ve medüller gradyenti koruyan kapiller ağıdır.,Vasa recta yavaş akım ve karşı akım değişimiyle medüller solüt gradyentinin yıkanmasını azaltır. Bu sayede idrar konsantrasyonu sürdürülebilir.,Henle kulpu gradyenti üretir; vasa recta gradyenti korur.,Peritübüler kapiller kortikal geri emilimle; vasa recta medüller konsantrasyon mekanizmasıyla ilişkilidir.,Medüller osmotik gradyent | Countercurrent multiplier | Juxtamedüller nefron,0,,92,low,low
v397-physiology-idrar-sodyumu,İdrar sodyumu,İdrar sodyumu | urine sodium | idrar Na⁺ | üriner sodyum,Fizyoloji / renal,Volüm durumu yorumu,P1,İdrarda sodyum miktarını gösteren ve hiponatremi/volüm değerlendirmesinde kullanılan parametredir.,"Düşük idrar sodyumu genellikle etkili dolaşım hacmi azalınca böbreğin sodyum tutma yanıtını gösterir. Yüksek idrar sodyumu ise SIADH, renal tuz kaybı veya diüretik etkisi gibi durumlarla uyumlu olabilir.","Hiponatremide idrar osmolalitesi su yanıtını, idrar sodyumu volüm/renal sodyum yanıtını gösterir.",Tek başına idrar sodyumu tanı koydurmaz; serum osmolalitesi ve volüm bulgularıyla birlikte yorumlanır.,Hipotonik hiponatremi | İdrar osmolalitesi | RAAS | Etkili arteriyel kan hacmi,56,[Physiology Case v168-new-052-bilinc-bulanikligi-ve-hiponatremi] investigations[2].result.values[1][0]: İdrar sodyumu || [Physiology Case v168-new-052-bilinc-bulanikligi-ve-hiponatremi] investigations[2].result.rows[1][0]: İdrar sodyumu,92,low,low
v397-physiology-inulin-klirensi,İnülin klirensi,İnülin klirensi | inulin clearance | inulin ile GFR ölçümü | inülin ile GFR,Fizyoloji / renal,GFR ölçümü,P1,Serbest filtrelenen fakat geri emilmeyen ve sekrete edilmeyen inülinle GFR’nin ölçülmesidir.,İnülin nefronda yalnızca filtrasyona uğradığı için idrardaki miktarı filtre edilen miktarı temsil eder. Bu nedenle deneysel GFR ölçümünde altın standart kabul edilir.,GFR için inülin; RPF için PAH düşün.,Kreatinin klinikte pratik GFR tahmini sağlar ama az miktarda sekresyon nedeniyle inülinden farklıdır.,GFR | PAH klirensi | Glomerüler filtrasyon | Kreatinin klirensi,0,,92,low,low
v397-physiology-fosfat-atilimi,Fosfat atılımı,Fosfat atılımı | fosfatüri | phosphate excretion | renal fosfat atılımı,Fizyoloji / renal-endokrin,Mineral dengesi,P1,Böbrekten fosfatın idrarla uzaklaştırılmasıdır.,PTH proksimal tübülde fosfat geri emilimini azaltır; böylece fosfat atılımı artar. Bu mekanizma kalsiyum-fosfat dengesini ayırmada çok önemlidir.,PTH kalsiyumu artırır ama fosfatı böbrekten attırır.,D vitamini bağırsaktan hem kalsiyum hem fosfat emilimini artırma eğilimindedir; PTH’nin renal fosfat etkisi farklıdır.,PTH böbrek etkisi | Proksimal tübül | Kalsiyum geri emilimi,40,"[Physiology Case ai-spot-vakasiz-secki-111] explanation: Doğru cevap D’dir. Parathormonun böbrekteki önemli etkilerinden biri proksimal tübülde fosfat geri emilimini azaltmasıdır; bu nedenle fosfatüri gelişir ve serum fosfatı düşme eğilimindedir. Buna karşılık distal tübülde kalsiyum geri emilimi artar, böbrekte 1-alfa hidroksilaz uyarılır ve aktif D vitamini sentezi artar. Kemikte ise PTH osteoblast üzerindeki RANKL ekspresyonunu artırarak osteo… || [Physiology Case ai-spot-vakasiz-secki-111] optionFeedback.Proksimal tübülde fosfat geri emiliminin artması: Doğru cevaptır. Proksimal tübülde fosfat geri emiliminin artması PTH etkisi değildir. PTH’nin renal fosfat üzerindeki net etkisi geri emilimi azaltmak ve fosfat atılımını artırmaktır.",92,low,low
v397-physiology-kalsiyum-geri-emilimi,Kalsiyum geri emilimi,Kalsiyum geri emilimi | renal kalsiyum reabsorpsiyonu | calcium reabsorption | Ca²⁺ geri emilimi,Fizyoloji / renal-endokrin,Mineral dengesi,P1,Filtre edilen kalsiyumun tübüllerden kana geri alınmasıdır.,PTH distal tübülde kalsiyum geri emilimini artırır. Bu etki hipokalsemiye yanıtın hızlı böbrek bileşenlerinden biridir.,PTH böbrekte Ca²⁺ geri emilimini artırır.,Fosfat için PTH etkisi ters yöndedir; fosfat geri emilimini azaltır.,PTH böbrek etkisi | Distal tübül | Fosfat atılımı | Hipokalsemi,38,"[Physiology Case ai-spot-vakasiz-secki-111] learningTarget: Parathormon serum kalsiyumunu artırırken serum fosfatını düşürme eğilimindedir. Bunu böbrekte kalsiyum geri emilimini ve 1-alfa hidroksilaz aktivitesini artırarak, proksimal tübülde fosfat geri emilimini ise azaltarak yapar. || [Physiology Case ai-spot-vakasiz-secki-111] options[1].text: Distal tübülde kalsiyum geri emiliminin artması",92,low,low
v397-physiology-anp-natriurezi,ANP natriürezi,ANP natriürezi | atriyal natriüretik peptid etkisi | ANP etkisi | atrial natriuretic peptide,Fizyoloji / renal-kardiyovasküler,Hacim yanıtı,P1,Atriyal gerilme artınca sodyum ve su atılımını artıran natriüretik hormon yanıtıdır.,ANP hacim fazlalığında RAAS’a karşı çalışır; natriürez ve diürez artırarak volüm yükünü azaltır. Böylece kan basıncı ve venöz dolum tamponlanır.,Hacim artışı/atriyal gerilme → ANP artışı → natriürez.,RAAS hacim korur; ANP hacim atar.,RAAS | Natriürez | Venöz dönüş | Etkili arteriyel kan hacmi,14,[Physiology Case v183-new-184-glomeruler-filtrasyonun-lokal-kontrolu] diagnosis.options[3]: Atriyal natriüretik peptid etkisiyle glomerüler filtrasyon basıncının artması || [Physiology Case v183-new-184-glomeruler-filtrasyonun-lokal-kontrolu] diagnosis.options[3]: Atriyal natriüretik peptid etkisiyle glomerüler filtrasyon basıncının artması,92,low,low
v397-physiology-bos-ph-dususu,BOS pH düşüşü,BOS pH düşüşü | BOS asitlenmesi | cerebrospinal fluid pH decrease | CSF pH düşüşü,Fizyoloji / solunum,CO₂ yanıtı,P1,CO₂’nin BOS’ta H⁺ oluşturmasıyla pH’ın azalmasıdır ve santral solunum uyarısının ana aracısıdır.,PaCO₂ yükseldiğinde CO₂ BOS’a geçer; karbonik anhidraz aracılığıyla H⁺ artışı oluşur. Bu asitlenme medüller kemoreseptörleri uyararak ventilasyonu artırır.,PaCO₂ artışı solunumu BOS pH düşüşü üzerinden artırır.,Metabolik asidozda H⁺ kan-beyin bariyerini CO₂ kadar kolay geçmez; santral yanıt ile periferik kemoreseptör yanıtı ayrılır.,PaCO₂ | Santral kemoreseptör | Karbonik anhidraz | Alveoler ventilasyon,8,[Physiology TUS Pearl Card Solunum merkezi ve CO₂] explanation: Santral kemoreseptörler CO₂ artışına bağlı BOS pH düşüşünü algılar. || [Physiology Hap Card Override tus-pearl-physiology-006-spot] back: Santral kemoreseptörlerin BOS pH düşüşünü algılamasıyla ventilasyon artar.,92,low,low
v397-physiology-dakika-ventilasyonu,Dakika ventilasyonu,Dakika ventilasyonu | minute ventilation | VE | solunum dakika hacmi,Fizyoloji / solunum,Ventilasyon ölçümü,P1,Tidal volüm ile solunum sayısının çarpımıyla hesaplanan bir dakikadaki toplam ventilasyon hacmidir.,Dakika ventilasyonu toplam havalanmayı gösterir; ancak bunun tamamı gaz değişimine katılmaz. Klinik yorumda alveoler ventilasyon ve ölü boşluk payı ayrıca düşünülmelidir.,Dakika ventilasyonu = tidal volüm × solunum sayısı; PaCO₂ için kritik olan alveoler ventilasyondur.,Ölü boşluk arttığında dakika ventilasyonu normal/yüksek olsa bile CO₂ eliminasyonu bozulabilir.,Tidal volüm | Alveoler ventilasyon | Ölü boşluk ventilasyonu | PaCO₂,13134,[Physiology Case v168-new-052-bilinc-bulanikligi-ve-hiponatremi] id: v168-new-052-bilinc-bulanikligi-ve-hiponatremi || [Physiology Case v168-new-052-bilinc-bulanikligi-ve-hiponatremi] title: Bilinç bulanıklığı ve hiponatremi,92,low,low
v397-physiology-dusuk-v-q,Düşük V/Q,Düşük V/Q | düşük ventilasyon/perfüzyon oranı | low V/Q | V/Q azalması,Fizyoloji / solunum,V/Q bozukluğu,P1,"Perfüzyonun ventilasyona göre fazla kaldığı, şant benzeri oksijenlenme bozukluğu paternidir.","Atelektazi, pnömoni veya hava yolu obstrüksiyonunda alveol yeterince havalanamaz ama kan akımı sürebilir. Bu durumda venöz karışım artar ve hipoksemi gelişir.",Havalanmayan ama perfüze olan alan = düşük V/Q.,Yüksek V/Q pulmoner emboli gibi perfüzyon kaybı durumlarında görülür.,Fizyolojik şant | Atelektazi | Hipoksemi | V/Q oranı,8,"[Physiology Hap Card Override tus-pearl-physiology-010-spot] tusTip: Pulmoner emboli yüksek V/Q; şant/atelektazi düşük V/Q mantığıyla ayrılır. || [Physiology Hap Card Override tus-pearl-physiology-010-extra] explanation: Atelektazide alveoler ventilasyon azalır veya kaybolur fakat kapiller perfüzyon devam edebilir. Bu durumda kan oksijenlenmeden venöz tarafa geçer ve düşük V/Q, ağır durumda fizyolojik şant paterni gelişir.",92,low,low
v397-physiology-fick-difuzyon-yasasi,Fick difüzyon yasası,Fick difüzyon yasası | Fick yasası | Fick law | gaz difüzyon yasası,Fizyoloji / solunum,Difüzyon kapasitesi,P1,"Gaz difüzyonunun yüzey alanı ve basınç gradyentiyle arttığını, membran kalınlığıyla azaldığını açıklayan ilkedir.","Amfizemde yüzey alanı azalır, fibroziste membran kalınlığı artar; her ikisi de DLCO’yu düşürebilir. Bu yüzden DLCO yorumu yaparken yüzey alanı ve membran kalınlığı birlikte düşünülür.",DLCO düşüklüğünü yorumlarken Fick yasası: yüzey alanı ↓ veya membran kalınlığı ↑.,Ventilasyon bozukluğu her zaman difüzyon bozukluğu değildir; Fick yasası membran/yüzey ilişkisini anlatır.,DLCO | Alveol-kapiller membran | Amfizem | Pulmoner fibrozis,4,"[Physiology Hap Card Override tus-pearl-physiology-199-extra] explanation: Fick yasasına göre difüzyon yüzey alanı ve basınç gradyentiyle artar, membran kalınlığıyla azalır. Bu nedenle amfizem yüzey alanını azaltarak, interstisyel fibrozis ise membran kalınlığını artırarak DLCO’yu düşürebilir. || [Physiology Hap Card Override tus-pearl-physiology-199-extra] keywords[1]: Fick yasası",92,low,low
v397-physiology-hiperventilasyon,Hiperventilasyon,Hiperventilasyon | hyperventilation | aşırı ventilasyon,Fizyoloji / solunum,CO₂ eliminasyonu,P1,Alveoler ventilasyonun metabolik CO₂ üretimine göre fazla olmasıdır.,Hiperventilasyon PaCO₂’yi düşürür ve respiratuvar alkaloza yol açabilir. Yüksek irtifada hipoksemiye yanıt olarak gelişen hızlı soluma bunun fizyolojik örneğidir.,Hiperventilasyonun ilk gaz etkisi PaCO₂ düşüşüdür.,Taşipne sadece hızlı solunumdur; hiperventilasyon CO₂ atımının artmasıyla tanımlanır.,PaCO₂ | Primer respiratuvar alkaloz | Yüksek irtifa hiperventilasyonu,15,"[Physiology Case v183-new-183-yuksek-irtifada-hizli-soluma] diagnosis.pearls[0].text: Yüksek irtifada ilk yanıt hiperventilasyon, birkaç gün içindeki metabolik uyum ise bikarbonat kaybıdır; PaCO₂ düşüyorsa böbrek HCO₃⁻ kazanmaz, HCO₃⁻ kaybettirir. || [Physiology Case v183-new-183-yuksek-irtifada-hizli-soluma] diagnosis.answerFeedback.keyClues[3]: Akciğer muayenesinde belirgin patoloji olmaması → hiperventilasyonun primer obstrüktif veya parankimal hastalıkla açıklanmadığını düşündürür.",92,low,low
v397-physiology-hipoksemik-ventilasyon-yaniti,Hipoksemik ventilasyon yanıtı,Hipoksemik ventilasyon yanıtı | hypoxic ventilatory response | hipoksi ventilasyon yanıtı | hipoksemiye ventilatuvar yanıt,Fizyoloji / solunum,Periferik kemoreseptör yanıtı,P1,Arteriyel O₂ basıncı belirgin azaldığında periferik kemoreseptörlerin ventilasyonu artırmasıdır.,"Karotis cisimciği PaO₂ düşüşünü algılar ve solunum merkezini uyarır. Bu yanıt özellikle yüksek irtifa, kronik CO₂ retansiyonu ve ciddi hipoksemi durumlarında belirginleşir.",PaO₂ ciddi düştüğünde periferik kemoreseptör yanıtı ventilasyonu artırır.,CO₂ yanıtı santral kemoreseptör ağırlıklıdır; O₂ yanıtı periferik kemoreseptör ağırlıklıdır.,Periferik kemoreseptör | PaO₂ | Yüksek irtifa hiperventilasyonu | Kronik CO₂ retansiyonu,0,,92,low,low
v397-physiology-hipoventilasyon,Hipoventilasyon,Hipoventilasyon | hypoventilation | yetersiz alveoler ventilasyon,Fizyoloji / solunum,CO₂ retansiyonu,P1,Alveoler ventilasyonun CO₂ üretimine göre yetersiz kalmasıdır.,"Hipoventilasyon PaCO₂ yükselmesine ve respiratuvar asidoza neden olur. Solunum merkezi baskılanması, nöromüsküler zayıflık veya ağır hava yolu obstrüksiyonu bu mantıkla okunur.",PaCO₂ artışının en temel fizyolojik açıklaması alveoler hipoventilasyondur.,Hipoksemi farklı mekanizmalarla da olabilir; hipoventilasyonda CO₂ retansiyonu ayırt edicidir.,Alveoler ventilasyon | Hiperkapni | Respiratuvar asidoz,77,[Physiology Case v169-new-068-kronik-dispne-ve-hava-hapsi] diagnosis.answerFeedback.optionComparison.Merkezi kemoreseptör yanıtının akut kaybıyla ventilasyon dürtüsünün tamamen baskılanması: Kemoreseptör yanıt kaybı primer ventilasyon dürtüsünü azaltabilir ve hipoventilasyonla CO₂ retansiyonu yapabilir. Bu vakada baskın veri FEV₁/FVC düşüklüğü ve hacim artışıyla tanınan mekanik obstrüksiyondur. || [Physiology Case v169-new-068-kronik-dispne-ve-hava-hapsi] diagnosis.answerFeedback.whyWrong.Merkezi kemoreseptör yanıtının akut kaybıyla ventilasyon dürtüsünün tamamen baskılanması: Kemoreseptör yanıt kaybı primer ventilasyon dürtüsünü azaltabilir ve hipoventilasyonla CO₂ retansiyonu yapabilir. Bu vakada baskın veri FEV₁/FVC düşüklüğü ve hacim artışıyla tanınan mekanik obstrüksiyondur.,92,low,low
v397-physiology-karbaminohemoglobin,Karbaminohemoglobin,Karbaminohemoglobin | carbaminohemoglobin | karbamino-Hb | karbamino hemoglobin,Fizyoloji / solunum,CO₂ taşınması,P1,CO₂’nin hemoglobinin globin kısmına bağlanmış taşıma formudur.,CO₂’nin çoğu bikarbonat olarak taşınsa da bir kısmı hemoglobine karbamino formunda bağlanır. Deoksihemoglobin CO₂ taşımasını kolaylaştırır; akciğerde oksijenlenme CO₂ bırakılmasını artırır.,"Haldane etkisi, oksijenlenmenin hemoglobinden CO₂ bırakılmasını kolaylaştırmasıdır.",Karboksihemoglobin CO bağlanmasıdır; karbaminohemoglobin CO₂ bağlanmasıdır.,Haldane etkisi | Hemoglobin tampon sistemi | Klor shift,1,[Physiology Hap Card Override tus-pearl-physiology-202-extra] keywords[3]: karbaminohemoglobin || [Physiology Hap Card Override tus-pearl-physiology-202-extra] keywords[3]: karbaminohemoglobin,92,low,low
v397-physiology-klor-shift,Klor shift,Klor shift | chloride shift | Hamburger fenomeni | klor kayması,Fizyoloji / solunum,CO₂ taşınması,P1,Eritrositte oluşan bikarbonatın plazmaya çıkarken elektriksel denge için klorun eritrosite girmesidir.,"Dokularda CO₂ eritrosite girer, HCO₃⁻ oluşur ve plazmaya taşınır; klor iyonu karşı yönde geçerek yük dengesini korur. Akciğerde süreç tersine döner.",CO₂ taşınmasının büyük kısmı bikarbonat olarak olur; klor shift bu taşımayı elektriksel olarak dengeler.,Karbaminohemoglobin CO₂’nin hemoglobine bağlanan kısmını anlatır; klor shift bikarbonat değişimini anlatır.,Bikarbonat tampon sistemi | Karbonik anhidraz | Karbaminohemoglobin | CO₂ taşınması,0,,92,low,low
v397-physiology-p50,P50,P50 | oksijen P50 | hemoglobin P50 | P50 değeri,Fizyoloji / solunum,Hemoglobin afinitesi,P1,Hemoglobinin %50 satüre olduğu oksijen parsiyel basıncıdır.,"P50 artışı hemoglobinin O₂ afinitesinin azaldığını ve eğrinin sağa kaydığını gösterir. P50 azalması ise daha yüksek afiniteli, sola kaymış patern anlamına gelir.",P50 artarsa O₂ bırakma kolaylaşır; P50 azalırsa hemoglobin O₂’yi daha sıkı tutar.,P50 PaO₂ değildir; hemoglobin afinitesini temsil eden eşik değerdir.,"Oksihemoglobin dissosiyasyon eğrisi | 2,3-BPG | Bohr etkisi",86,"[Physiology Case v184-new-199-egzersizde-oksijen-birakilmasi] learningTarget: Bohr etkisinin P50, hemoglobin oksijen afinitesi ve dokuya oksijen bırakılması üzerindeki yönünü açıklama. || [Physiology Case v184-new-199-egzersizde-oksijen-birakilmasi] diagnosis.correct: Eğri sağa kayar, P50 artar ve hemoglobinin dokuya oksijen bırakması kolaylaşır",92,low,low
v397-physiology-transpulmoner-basinc,Transpulmoner basınç,Transpulmoner basınç | transpulmonary pressure | alveol-plevra basınç farkı,Fizyoloji / solunum,Basınç-hacim ilişkisi,P1,Alveol basıncı ile intraplevral basınç arasındaki farktır ve akciğeri açık tutan distansiyon basıncını temsil eder.,Transpulmoner basınç arttıkça akciğer genişleme eğilimi artar. Kompliyans eğrisini ve alveol kollapsına direnç mekanizmasını anlamada temel kavramdır.,Akciğeri açık tutan basınç farkı transpulmoner basınçtır.,Plevral basınç tek başına yeterli değildir; alveol-plevra farkı değerlendirilir.,Akciğer kompliyansı | İntraplevral basınç | Alveol basıncı | Surfaktan,0,,92,low,low
v397-physiology-yuksek-v-q,Yüksek V/Q,Yüksek V/Q | yüksek ventilasyon/perfüzyon oranı | high V/Q | V/Q artışı,Fizyoloji / solunum,V/Q bozukluğu,P1,"Ventilasyonun perfüzyona göre fazla kaldığı, ölü boşluk benzeri gaz değişim paternidir.",Perfüzyon azalınca alveol havalansa bile kanla yeterince temas etmez; pulmoner embolide bu patern tipiktir.,Havalanan ama perfüze olmayan alan = yüksek V/Q.,Düşük V/Q’da perfüzyon korunur fakat ventilasyon azalır; klinik mantık ters yöndedir.,Alveoler ölü boşluk | Pulmoner emboli | V/Q oranı,32,"[Physiology Case v188-new-258-akciger-embolisinde-oksijen-dusuklugu] diagnosis.explanation: Pulmoner embolide tıkalı damarların beslediği alveoller ventile olmaya devam ederken perfüzyon azalır; bu alanlar yüksek V/Q ve fizyolojik ölü boşluk davranışı gösterir. Kan akımının diğer bölgelere yeniden dağılması ve akciğer içi heterojenlik, arteriyel oksijenlenmeyi bozar ve A-a gradienti artırır. Düşük PaCO₂, hastanın takipne ile ventilasyonu artırdığ… || [Physiology Case v188-new-258-akciger-embolisinde-oksijen-dusuklugu] diagnosis.pearls[0].text: Pulmoner embolide ventilasyon genellikle sürer, perfüzyon azalır; bu nedenle yüksek V/Q/ölü boşluk alanları ve genel V/Q uyumsuzluğu hipokseminin temelidir.",92,low,low
v397-physiology-depolarizasyon,Depolarizasyon,Depolarizasyon | depolarization | membran depolarizasyonu,Fizyoloji / nörofizyoloji,Membran potansiyeli,P2,Membran içinin dışa göre daha az negatif hale gelmesidir.,Nöronal aksiyon potansiyelinde depolarizasyon çoğunlukla Na⁺ girişiyle olur. Pacemaker hücrelerinde ise yavaş depolarizasyon farklı iyon akımlarıyla gerçekleşir.,Depolarizasyon eşiğe ulaşırsa aksiyon potansiyelini başlatabilir.,Repolarizasyon membranın yeniden daha negatif hale dönmesidir.,Aksiyon potansiyeli | Eşik potansiyeli | Repolarizasyon,66,[Physiology Case ai-spot-vakasiz-secki-064-sa-dugumu-aksiyon-potansiyeli-l-tipi-kalsiyum] learningTarget: SA ve AV düğüm hücrelerinde faz 0 depolarizasyonu hızlı Na+ kanallarından çok L-tipi Ca2+ kanallarıyla oluşur. Ventrikül miyositlerinde ise hızlı yükseliş fazının ana nedeni hızlı voltaj kapılı Na+ girişidir. || [Physiology Case ai-spot-vakasiz-secki-064-sa-dugumu-aksiyon-potansiyeli-l-tipi-kalsiyum] coreKnowledge: SA ve AV düğüm hücrelerinde faz 0 depolarizasyonu hızlı Na+ kanallarından çok L-tipi Ca2+ kanallarıyla oluşur. Ventrikül miyositlerinde ise hızlı yükseliş fazının ana nedeni hızlı voltaj kapılı Na+ girişidir.,78,low,low
