id,term,aliases,category,subcategory,priority,shortDefinition,postAnswerExplanation,tusPearl,differentialPoint,safeNestedTerms,occurrenceCount,sourceFilePath
v400-microbiology-hipnozoit,Hipnozoit,Hipnozoit | hypnozoite | karaciğer latent formu,Tıbbi Mikrobiyoloji,Parazit yaşam döngüsü,P1,P. vivax ve P. ovale’nin karaciğerde latent kalabilen formudur.,Hipnozoitler aylar-yıllar sonra relapsa yol açabilir. Bu nedenle eradikasyon için karaciğer formlarını hedefleyen tedavi mantığı gerekir.,Vivax/ovale relapsı hipnozoit nedeniyle olur.,Falciparum ağır hastalık ve yüksek parazitemiyle; vivax/ovale hipnozoit relapsıyla öne çıkar.,Plasmodium vivax | Plasmodium ovale | Primaquin,34,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-gametosit,Gametosit,Gametosit | Plasmodium gametocyte,Tıbbi Mikrobiyoloji,Parazit yaşam döngüsü,P2,Plasmodium’un sivrisineğe geçebilen cinsel formudur.,Gametositler insan kanında bulunur ve Anopheles sivrisineği tarafından alındığında parazitin cinsel döngüsünü başlatır. Yayılım ve bulaş zinciri için önemlidir.,Sıtmanın sivrisineğe bulaşan formu gametosittir.,Şizont doku/eritrosit çoğalma formu; gametosit vektöre geçen formdur.,Plasmodium | Anopheles | Vektör kaynaklı bulaş,34,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-minimal-inhibitor-konsantrasyon,Minimal inhibitör konsantrasyon,Minimal inhibitör konsantrasyon | MİK | MIC | minimum inhibitory concentration,Tıbbi Mikrobiyoloji,Antimikrobiyal duyarlılık,P0,Bir antibiyotiğin görünür bakteri üremesini engelleyen en düşük konsantrasyonudur.,MİK değeri antibiyotik duyarlılığı ve doz/ilaç seçimi açısından yorumlanır. Düşük MİK genellikle daha yüksek in vitro etkinlik anlamına gelir ancak klinik başarı farmakokinetik ve enfeksiyon odağına da bağlıdır.,MİK antibiyotiğin üremeyi durdurduğu en düşük düzeyi gösterir.,Disk difüzyonda zon çapı ölçülür; MİK sayısal konsantrasyon değeri verir.,Antibiyogram | Disk difüzyon testi | Antibiyotik direnci,1218,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-metallo-beta-laktamaz,Metallo-beta-laktamaz,Metallo-beta-laktamaz | MBL | metallo beta lactamase,Tıbbi Mikrobiyoloji,Antibiyotik direnci,P1,"Çinko bağımlı, karbapenemleri hidrolize edebilen beta-laktamaz grubudur.",Metallo-beta-laktamazlar birçok beta-laktamı etkisizleştirir ve ağır gram negatif enfeksiyonlarda tedavi seçeneklerini kısıtlar. Klasik beta-laktamaz inhibitörleriyle her zaman etkili şekilde baskılanmaz.,MBL karbapenem direnci bağlamında kritik bir direnç mekanizmasıdır.,ESBL geniş spektrumlu sefalosporin direnciyle; MBL karbapenem direnciyle öne çıkar.,Karbapenemaz | Beta-laktamaz | Antibiyogram,46,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-kolonizasyon,Kolonizasyon,Kolonizasyon | colonization | mikrobiyal kolonizasyon,Tıbbi Mikrobiyoloji,Enfeksiyon jargonu,P1,Mikroorganizmanın dokuda bulunması ancak invazyon veya klinik hastalık oluşturmamasıdır.,"Kolonizasyon pozitif kültür veya testin her zaman tedavi gerektiren enfeksiyon anlamına gelmediğini hatırlatır. Özellikle C. difficile, idrar kültürü ve solunum örneklerinde klinik korelasyon gerekir.",Pozitif test tek başına enfeksiyon değildir; semptom ve doku yanıtı aranır.,Enfeksiyon invazyon/hasar ve klinik yanıt içerir; kolonizasyon sadece varlığı gösterir.,Enfeksiyon | Kültür | C. difficile,216,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-fekal-oral-bulas,Fekal-oral bulaş,Fekal-oral bulaş | fecal-oral transmission,Tıbbi Mikrobiyoloji,Bulaş yolu,P1,"Dışkıyla kontamine su, gıda veya eller aracılığıyla mikroorganizmanın ağızdan alınmasıdır.","HAV, Giardia, Shigella, ETEC ve kolera gibi birçok enterik enfeksiyon bu yolla bulaşır. Hijyen, güvenli su ve gıda önlemleri korunmada temeldir.",Sulu/kanlı ishal etkenlerinde bulaş yolunu düşünürken fekal-oral yol temel çerçevedir.,Damlacık bulaşı solunum sekresyonlarıyla; fekal-oral bulaş enterik yolakla ilişkilidir.,HAV | Giardia | Vibrio cholerae,324,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-damlacik-bulasi,Damlacık bulaşı,Damlacık bulaşı | droplet transmission,Tıbbi Mikrobiyoloji,Bulaş yolu,P1,Yakın mesafede solunum damlacıklarıyla bulaşan enfeksiyon yoludur.,"Meningokok, boğmaca, influenza gibi etkenlerde yakın temas ve solunum sekresyonları önemlidir. Klinik pratikte maske ve temaslı profilaksisi kararlarını etkileyebilir.",Meningokok temaslı profilaksisi damlacık/yakın temas mantığıyla ilişkilidir.,Aerosen bulaş daha küçük parçacıkların havada asılı kalmasıyla olur; damlacık genellikle yakın mesafe gerektirir.,Meningokok | Boğmaca | Temaslı profilaksisi,96,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-temas-izolasyonu,Temas izolasyonu,Temas izolasyonu | contact precautions | temas önlemleri,Tıbbi Mikrobiyoloji,Enfeksiyon kontrolü,P1,Doğrudan temas veya kontamine yüzeylerle bulaşan etkenler için uygulanan izolasyon yaklaşımıdır.,C. difficile gibi spor oluşturan veya çevresel kontaminasyonu önemli olan etkenlerde el hijyeni ve yüzey temizliği kritik hale gelir. İzolasyon bulaş zincirini kesmeyi amaçlar.,C. difficile’de temas önlemleri ve spor temizliği önemlidir.,Damlacık izolasyonu solunum damlacıklarına; temas izolasyonu yüzey/temas bulaşına yöneliktir.,C. difficile | Spor | Enfeksiyon kontrolü,88,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-konjuge-asi,Konjuge aşı,Konjuge aşı | conjugate vaccine | polisakkarit-protein konjuge aşı,Tıbbi Mikrobiyoloji,Aşı tipi,P0,Polisakkarit kapsül antijeninin protein taşıyıcıya bağlanarak T hücre bağımlı yanıt oluşturduğu aşı tipidir.,"Konjuge aşılar özellikle küçük çocuklarda kapsüllü bakterilere karşı daha etkili bağışıklık ve immün hafıza sağlar. Hib, pnömokok ve meningokok aşılarında bu mantık önemlidir.",Kapsüllü bakterilere karşı küçük çocukta güçlü yanıt için konjuge aşı gerekir.,Saf polisakkarit aşı T hücre bağımsızdır; konjuge aşı T hücre yardımı ve hafıza oluşturur.,Hib kapsülü | Meningokok kapsülü | Kapsüllü bakteri,269,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-toksoid-asi,Toksoid aşı,Toksoid aşı | toxoid vaccine,Tıbbi Mikrobiyoloji,Aşı tipi,P0,Toksik etkisi kaldırılmış ancak antijenik yapısı korunmuş toksinden hazırlanan aşıdır.,Tetanoz ve difteri aşıları toksoid mantığıyla korur. Aşı bakterinin kolonizasyonunu değil toksinin etkisini nötralize edecek antikor yanıtını hedefler.,Tetanoz ve difteri korunması toksoid aşı mantığıdır.,Canlı aşı mikroorganizma içerir; toksoid aşı inaktive toksin antijenidir.,Tetanospazmin | Difteria toksini | Aktif immünizasyon,113,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-pasif-immunizasyon,Pasif immünizasyon,Pasif immünizasyon | passive immunization | hazır antikor verilmesi,Tıbbi Mikrobiyoloji,İmmünizasyon kavramı,P1,Kişiye hazır antikor verilerek hızlı ama geçici koruma sağlanmasıdır.,İmmünglobulin veya monoklonal antikor uygulamaları pasif immünizasyon örnekleridir. Hızlı koruma sağlar ancak uzun süreli immün hafıza oluşturmaz.,Kuduz immünglobulini ve VZIG pasif immünizasyon örnekleridir.,Aktif immünizasyon kişinin kendi bağışıklık yanıtını ve hafızasını oluşturur.,Kuduz immünglobulini | VZIG | Aktif immünizasyon,16,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-naat,NAAT,NAAT | nükleik asit amplifikasyon testi | nucleic acid amplification test,Tıbbi Mikrobiyoloji,Moleküler tanı,P0,Etkenin DNA/RNA’sını çoğaltarak saptayan moleküler tanı testleri grubudur.,"NAAT özellikle kültürü zor, yavaş veya duyarlılığı sınırlı etkenlerde hızlı tanı sağlar. Chlamydia, gonore, boğmaca, viral enfeksiyonlar ve bazı solunum panellerinde sık kullanılır.",NAAT hızlı ve duyarlı nükleik asit temelli tanıdır; canlı etken varlığını her zaman tek başına kanıtlamaz.,Kültür canlı mikroorganizma üretir ve antibiyogram sağlar; NAAT genetik materyal saptar.,PCR | Nazofarengeal NAAT | Chlamydia trachomatis,437,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-serokonversiyon,Serokonversiyon,Serokonversiyon | seroconversion,Tıbbi Mikrobiyoloji,Serolojik zamanlama,P1,Önceden negatif olan özgül antikorun enfeksiyon veya aşı sonrası pozitifleşmesidir.,Serokonversiyon bağışıklık sisteminin antijene yanıt verdiğini gösterir. Akut-kronik veya eski-yeni enfeksiyon ayrımında serolojik zamanlama önemlidir.,Serolojide tek sonuçtan çok zamanlama ve serokonversiyon mantığı önemlidir.,Antijen veya PCR etken varlığını doğrudan/erken gösterebilir; serokonversiyon konak yanıtını gösterir.,IgM pozitifliği | IgG aviditesi | Antikor,252,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-gg-aviditesi,IgG aviditesi,IgG aviditesi | IgG avidity | avidite testi,Tıbbi Mikrobiyoloji,Serolojik zamanlama,P1,IgG antikorlarının antijene bağlanma gücünü ölçerek enfeksiyon zamanlamasına yardım eden testtir.,"Düşük avidite yakın dönem primer enfeksiyonu, yüksek avidite daha eski enfeksiyonu destekleyebilir. Gebelikte toksoplazma/CMV gibi enfeksiyonlarda zamanlama açısından değerlidir.",Gebelikte primer enfeksiyon zamanlamasında IgG aviditesi kritik ipucu olabilir.,IgM pozitifliği tek başına yeni enfeksiyonu her zaman kanıtlamaz; avidite zamanlama netleştirebilir.,IgM pozitifliği | Toxoplasma | CMV,175,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-dfa-testi,DFA testi,DFA testi | direct fluorescent antibody test | direkt floresan antikor testi,Tıbbi Mikrobiyoloji,Mikrobiyolojik tanı testi,P1,Örnekteki antijeni floresan işaretli antikorlarla gösteren testtir.,"DFA bazı protozoal, viral veya solunum etkenlerinin hızlı gösteriminde kullanılabilir. Test sonucu örnek kalitesi ve hedef antijenin varlığına bağlıdır.",DFA antijenin örnekte doğrudan gösterilmesi mantığına dayanır.,Seroloji konak antikor yanıtını; DFA örnekteki antijeni gösterir.,Antijen testi | Giardia | Solunum virüsleri,402,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-lateks-aglutinasyon,Lateks aglütinasyon,Lateks aglütinasyon | latex agglutination,Tıbbi Mikrobiyoloji,Antijen/antikor testi,P2,Partiküllere bağlı antijen veya antikorların görünür kümelenme oluşturmasıyla çalışan hızlı test prensibidir.,Lateks aglütinasyon kapsüler antijen veya bazı mikrobiyal antijenlerin hızlı gösteriminde kullanılabilir. Sonuç klinik ve kültür/PCR gibi doğrulayıcı testlerle birlikte yorumlanır.,Aglütinasyon testleri hızlı yönlendirir ama klinik bağlam olmadan tek başına karar verdirmez.,ELISA enzim aracılı sinyal üretir; lateks aglütinasyon görünür partikül kümelenmesine dayanır.,Antijen testi | Kapsül | Seroloji,37,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-anaerob-kultur,Anaerob kültür,Anaerob kültür | anaerobic culture,Tıbbi Mikrobiyoloji,Kültür yöntemi,P1,Oksijensiz koşullarda üreyen mikroorganizmaları izole etmek için yapılan kültür yöntemidir.,"Anaerob bakteriler oksijen varlığında üreyemeyebilir; örnek alma, taşıma ve inkübasyon koşulları tanı başarısını belirler. Derin doku, apse ve nekrotik enfeksiyonlarda önemlidir.","Anaerob enfeksiyon şüphesinde örnek yüzey sürüntüsü değil, uygun derin materyal olmalıdır.",Aerob kültür oksijenli koşullarda; anaerob kültür oksijensiz koşullarda üreme sağlar.,Clostridium | Gazlı gangren | Apse,88,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
