id,term,aliases,category,subcategory,priority,shortDefinition,postAnswerExplanation,tusPearl,differentialPoint,safeNestedTerms,occurrenceCount,sourceExamples
v407-small-clerkships-speed-testi,Speed testi,Speed testi; Speed test,Küçük Stajlar,Ortopedi - omuz muayenesi,P1,Dirence karşı omuz fleksiyonu/supinasyonla biseps tendon ağrısını provoke eden testtir.,Biseps tendiniti veya biseps uzun baş patolojisini destekler. Test tek başına tanı koydurmaz; bicipital oluk hassasiyeti ve klinik öyküyle birlikte yorumlanır.,Ön omuz ağrısı + Speed/Yergason pozitifliği biseps tendiniti lehinedir.,Rotator manşet yırtığında abduksiyon güçsüzlüğü ve impingement testleri daha belirgindir.,Biseps tendiniti; Yergason testi; Bicipital oluk hassasiyeti,8,Biseps tendiniti testleri || Biseps tendiniti. || biseps tendiniti
v407-small-clerkships-yergason-testi,Yergason testi,Yergason testi; Yergason test,Küçük Stajlar,Ortopedi - omuz muayenesi,P1,Dirence karşı supinasyon/dış rotasyonla biseps tendonunu değerlendiren provokasyon testidir.,Biseps tendiniti veya biseps tendon instabilitesi şüphesinde kullanılır. Bicipital oluk ağrısı ile birlikte tanısal değeri artar.,Yergason + Speed testleri biseps uzun baş patolojisini düşündürür.,Akromiyoklaviküler eklem patolojisinde ağrı daha üst eklem hattındadır.,Biseps tendiniti; Speed testi; Bicipital oluk hassasiyeti,5,Biseps tendiniti testleri || Ön omuz ağrısı ve Speed-Yergason test pozitifliği hangi tanıyı düşündürür? || Biseps tendiniti.
v407-small-clerkships-bicipital-oluk-hassasiyeti,Bicipital oluk hassasiyeti,Bicipital oluk hassasiyeti; biseps oluğu hassasiyeti,Küçük Stajlar,Ortopedi - omuz muayenesi,P1,Humerus ön yüzündeki biseps uzun baş tendon oluğunda palpasyonla ağrıdır.,Biseps tendiniti için lokal muayene ipucudur. Omuz ağrısında ağrının anatomik yerini tanıya bağlar ve rotator manşet patolojilerinden ayrımda yardımcı olur.,Anterior omuz ağrısı + bicipital oluk hassasiyeti = biseps tendiniti.,Donuk omuzda pasif hareket açıklığı belirgin kısıtlıdır; biseps tendinitinde lokal tendon ağrısı öne çıkar.,Biseps tendiniti; Speed testi; Yergason testi,1,Biseps tendiniti testleri || Biseps tendiniti. || biseps tendiniti
v407-small-clerkships-acil-eklem-drenaji,Acil eklem drenajı,Acil eklem drenajı; eklem yıkama; cerrahi drenaj,Küçük Stajlar,Ortopedi/Enfeksiyon - septik artrit tedavisi,P0,Enfekte eklem içeriğinin cerrahi veya girişimsel yöntemle boşaltılmasıdır.,Septik artritte yalnız antibiyotik çoğu kez yeterli değildir; pürülan materyalin uzaklaştırılması eklem kıkırdağını korumak için gereklidir.,Septik artrit = aspirasyon/kültür + IV antibiyotik + drenaj mantığı.,Kristal artritte drenaj zorunlu değildir; septik artritte eklem yıkımı riski nedeniyle acildir.,Septik artrit; Eklem aspirasyonu; Sinovyal sıvı analizi,0,"Ateşli akut monoartritte septik artrit şüphesini tanıyıp ilk tanısal ve tedaviye yön veren basamağı seçme. || Septik artritte sinovyal sıvı örneklemesi, kültür ve ampirik antibiyotik zamanlamasını; gut, steroid enjeksiyonu, NSAİİ ve elektif görüntüleme çeldiricilerinden ayırt edebilme. || Acil artrosentezle sinovyal sıvı analizi-kültürü almak ve ardından ampirik intravenöz antibiyotik başlamak"
v407-small-clerkships-kritik-delta-basinci,Kritik delta basıncı,Kritik delta basıncı; delta pressure; kompartman delta basıncı,Küçük Stajlar,Ortopedi - kompartman sendromu,P0,Diyastolik kan basıncı ile kompartman basıncı arasındaki farkın tehlikeli düzeye düşmesidir.,Kompartman sendromunda doku perfüzyonunu değerlendirir. Klinik şüphe yüksekse basınç ölçümü yardımcıdır; analjeziye yanıtsız ağrı ve pasif germe ağrısı varsa fasiyotomi gecikmemelidir.,Delta basıncı düşükse kompartman perfüzyonu kritik azalır.,Normal nabız kompartman sendromunu dışlamaz; ağrı ve nörolojik bulgu erken uyarıdır.,Kompartman sendromu; Pasif germe ağrısı; Fasiyotomi,0,"Lateral kantotomi orbital kompartman sendromunda; belirgin proptozla birlikte çok yüksek orbital basınç, ağır görme kaybı/RAPD ve gerilmiş kapak bulgularında düşünülür. Bu olguda öncelik orbital selülit tedavisi ve yakın izlemdir. || Tibia kırığı ve alçı sonrası gelişen akut kompartman sendromunu analjeziye yanıtsız ağrı, pasif germe ağrısı, parestezi ve basınç bulgularıyla tanıyarak acil dekompresyon kararını geciktirmeme. || Akut kompartman sendromunda nabızların korunabileceğini, basınç ölçümünün yardımcı olduğunu ve dış kompresyonun hızla gevşetilip fasyotomi hazırlığının geciktirilmemesi gerektiğini açıklayabilme."
v407-small-clerkships-gergin-kompartman,Gergin kompartman,Gergin kompartman; sert kompartman,Küçük Stajlar,Ortopedi - akut ekstremite bulgusu,P1,Kas fasyası içindeki bölmenin basınç artışıyla gergin ve ağrılı hale gelmesidir.,"Kırık, alçı veya ezilme sonrası gelişebilir. Damar nabzı korunabilse bile mikrodolaşım bozulur; sinir-kas iskemisi kalıcı hasar bırakabilir.",Alçı sonrası gergin kompartman + pasif germe ağrısı = acil fasiyotomi düşün.,DVT şişlik yapabilir ama pasif germe ağrısı ve akut kompartman basıncı paterni farklıdır.,Kompartman sendromu; Kritik delta basıncı; Fasiyotomi,35,"Lateral kantotomi orbital kompartman sendromunda; belirgin proptozla birlikte çok yüksek orbital basınç, ağır görme kaybı/RAPD ve gerilmiş kapak bulgularında düşünülür. Bu olguda öncelik orbital selülit tedavisi ve yakın izlemdir. || Tibia kırığı ve alçı sonrası gelişen akut kompartman sendromunu analjeziye yanıtsız ağrı, pasif germe ağrısı, parestezi ve basınç bulgularıyla tanıyarak acil dekompresyon kararını geciktirmeme. || Akut kompartman sendromunda nabızların korunabileceğini, basınç ölçümünün yardımcı olduğunu ve dış kompresyonun hızla gevşetilip fasyotomi hazırlığının geciktirilmemesi gerektiğini açıklayabilme."
v407-small-clerkships-fasiyotomi,Fasiyotomi,Fasiyotomi; acil fasiyotomi,Küçük Stajlar,Ortopedi - acil cerrahi,P0,Kompartman basıncını düşürmek için fasyanın cerrahi olarak açılmasıdır.,"Kompartman sendromunda gecikirse kas nekrozu, sinir hasarı ve kontraktür gelişebilir. Klinik ve/veya basınç bulguları kritikse acil yapılır.",Kompartman sendromunda kesin rahatlatıcı işlem fasiyotomi.,Sadece analjezik vermek veya alçıyı gevşetmek ileri olguda yeterli olmayabilir.,Kompartman sendromu; Kritik delta basıncı; Pasif germe ağrısı,0,"Lateral kantotomi orbital kompartman sendromunda; belirgin proptozla birlikte çok yüksek orbital basınç, ağır görme kaybı/RAPD ve gerilmiş kapak bulgularında düşünülür. Bu olguda öncelik orbital selülit tedavisi ve yakın izlemdir. || Tibia kırığı ve alçı sonrası gelişen akut kompartman sendromunu analjeziye yanıtsız ağrı, pasif germe ağrısı, parestezi ve basınç bulgularıyla tanıyarak acil dekompresyon kararını geciktirmeme. || Akut kompartman sendromunda nabızların korunabileceğini, basınç ölçümünün yardımcı olduğunu ve dış kompresyonun hızla gevşetilip fasyotomi hazırlığının geciktirilmemesi gerektiğini açıklayabilme."
v407-small-clerkships-negatif-semptom,Negatif semptom,Negatif semptom; negatif belirtiler,Küçük Stajlar,Psikiyatri - şizofreni belirtisi,P0,Normal işlevlerin azalması veya kaybıyla giden belirti grubudur.,"Avolisyon, aloji, künt duygulanım, sosyal çekilme ve öz bakım azalması negatif semptom örnekleridir. Pozitif psikotik belirtiler azalırken işlevsellik bozukluğu sürebilir.",Avolisyon + aloji + künt duygulanım = negatif semptom kümesi.,"Pozitif semptomlar sanrı, varsanı ve dezorganize düşünceyi içerir.",Avolisyon; Aloji; Künt duygulanım,1,"Şizofreni spektrumunda negatif belirtileri pozitif psikotik, depresif, manik ve katatonik belirtilerden ayırma. || Aloji, avolisyon, asosyallik, anhedoni ve künt duygulanımın negatif belirti kümesini oluşturduğunu; benzer görünen depresyon veya katatoniden hangi bulgularla ayrıldığını açıklayabilme. || Uzun süreli sosyal çekilme, konuşma fakirliği, spontan davranış azalması, öz bakımda bozulma ve künt duygulanım vardır."
v407-small-clerkships-avolisyon,Avolisyon,Avolisyon; istek azalması,Küçük Stajlar,Psikiyatri - negatif semptom,P1,Amaçlı davranış başlatma ve sürdürme isteğinde belirgin azalmadır.,Şizofrenide negatif semptomlardan biridir; tembellik gibi yorumlanmamalıdır. Sosyal/akademik işlev kaybının önemli nedenlerinden olabilir.,Avolisyon negatif semptomdur; sanrı-varsanı değildir.,Depresyonda isteksizlik duygu durum çökkünlüğüyle bağlantılıdır; şizofrenide diğer negatif belirtiler eşlik edebilir.,Negatif semptom; Aloji; Sosyal çekilme,24,"Sosyal çekilme ve duygulanım azalması || Aloji, avolisyon, asosyallik, anhedoni ve künt duygulanımın negatif belirti kümesini oluşturduğunu; benzer görünen depresyon veya katatoniden hangi bulgularla ayrıldığını açıklayabilme. || Hasta, ailesi tarafından sosyal çekilme, konuşmanın azalması ve öz bakımda bozulma nedeniyle getiriliyor."
v407-small-clerkships-aloji,Aloji,Aloji; konuşma fakirliği,Küçük Stajlar,Psikiyatri - negatif semptom,P1,Konuşma miktarı ve içeriğinde belirgin fakirleşmedir.,"Şizofrenide negatif semptom kümesine girer. Kısa tek kelimelik yanıtlar, düşünce üretiminde azalma ve sosyal işlev kaybıyla birlikte görülebilir.",Konuşma fakirliği = aloji; negatif semptomdur.,Afazide dil ağı nörolojik olarak bozulur; alojide psikiyatrik negatif belirti paterni vardır.,Negatif semptom; Avolisyon; Künt duygulanım,25,"Aloji, avolisyon, asosyallik, anhedoni ve künt duygulanımın negatif belirti kümesini oluşturduğunu; benzer görünen depresyon veya katatoniden hangi bulgularla ayrıldığını açıklayabilme. || Uzun süreli sosyal çekilme, konuşma fakirliği, spontan davranış azalması, öz bakımda bozulma ve künt duygulanım vardır. || Aloji ile uyumlu"
v407-small-clerkships-kunt-duygulanim,Künt duygulanım,Künt duygulanım; duygulanımda küntleşme; flat affect,Küçük Stajlar,Psikiyatri - negatif semptom,P1,"Yüz ifadesi, ses tonu ve duygusal dışavurumun belirgin azalmasıdır.",Şizofreni negatif semptomlarından biridir. Duygunun hiç olmadığı anlamına gelmez; dışa vurum ve sosyal yanıt zayıflar.,"Künt duygulanım sanrı değil, negatif belirti grubudur.",Depresif duygudurumda öznel çökkünlük baskındır; künt duygulanımda dışavurum azalması öne çıkar.,Negatif semptom; Aloji; Avolisyon,21,"Aloji, avolisyon, asosyallik, anhedoni ve künt duygulanımın negatif belirti kümesini oluşturduğunu; benzer görünen depresyon veya katatoniden hangi bulgularla ayrıldığını açıklayabilme. || Uzun süreli sosyal çekilme, konuşma fakirliği, spontan davranış azalması, öz bakımda bozulma ve künt duygulanım vardır. || Aloji ile uyumlu"
v407-small-clerkships-mani-atagi,Mani atağı,Mani atağı; manik atak,Küçük Stajlar,Psikiyatri - duygu durum bozukluğu,P0,En az bir hafta süren taşkın/irritabl duygu durum ve artmış enerjiyle giden sendromdur.,"Azalmış uyku ihtiyacı, basınçlı konuşma, grandiyozite ve riskli davranışlarla işlevsellik bozulur. Madde/ilaç ve tıbbi nedenler dışlanmalıdır.",Uyumadan enerjik olma + grandiyözite + riskli davranış = mani.,Hipomani daha hafif ve belirgin işlev kaybı/psikotik özellik olmadan seyreder.,Uyku ihtiyacında azalma; Basınçlı konuşma; Grandiyozite,25,"Manide azalmış uyku ihtiyacı, taşkın veya irritabl duygudurum, grandiyözite, hızlanmış konuşma ve riskli davranışlar beklenir. Burada enerji ve konuşma artışı değil belirgin azalma vardır. || Azalmış uyku ihtiyacı, taşkın/irritabl duygudurum, basınçlı konuşma, grandiyözite ve riskli davranış paterninde mani atağını hipomani, deliryum ve madde ilişkili tablolardan ayırma. || Mani atağında süre, enerji artışı, işlevsellikte belirgin bozulma/riskli davranış, içgörü azalması ve organik-madde dışlama basamaklarını birlikte kullanabilme."
v407-small-clerkships-uyku-ihtiyacinda-azalma,Uyku ihtiyacında azalma,Uyku ihtiyacında azalma; az uyku ile enerjik olma,Küçük Stajlar,Psikiyatri - mani belirtisi,P1,Az uyumasına rağmen yorgun hissetmeme durumudur.,"Manide hasta birkaç saat uyuyup yüksek enerjiyle davranmaya devam edebilir. Bu, insomnia gibi uyuyamama yakınmasından farklıdır.",Manide hasta “uyuyamıyorum”dan çok “uykuya ihtiyacım yok” der.,Depresif insomnide yorgunluk ve çökkünlük beklenir; manide enerji artışı vardır.,Mani atağı; Basınçlı konuşma; Grandiyozite,0,"Manide azalmış uyku ihtiyacı, taşkın veya irritabl duygudurum, grandiyözite, hızlanmış konuşma ve riskli davranışlar beklenir. Burada enerji ve konuşma artışı değil belirgin azalma vardır. || Azalmış uyku ihtiyacı, taşkın/irritabl duygudurum, basınçlı konuşma, grandiyözite ve riskli davranış paterninde mani atağını hipomani, deliryum ve madde ilişkili tablolardan ayırma. || Mani atağında süre, enerji artışı, işlevsellikte belirgin bozulma/riskli davranış, içgörü azalması ve organik-madde dışlama basamaklarını birlikte kullanabilme."
v407-small-clerkships-basincli-konusma,Basınçlı konuşma,Basınçlı konuşma; pressured speech,Küçük Stajlar,Psikiyatri - mani belirtisi,P1,"Kişinin hızlı, durdurulması güç ve yoğun konuşmasıdır.",Manide artmış düşünce hızı ve enerjiyle ilişkili olabilir. Grandiyözite ve riskli davranışlarla birlikte tanısal değeri artar.,Basınçlı konuşma mani atağının klasik konuşma bulgusudur.,Anksiyetede konuşma hızlanabilir ama grandiyözite ve uyku ihtiyacında azalma tipik değildir.,Mani atağı; Uyku ihtiyacında azalma; Grandiyozite,21,"Manide azalmış uyku ihtiyacı, taşkın veya irritabl duygudurum, grandiyözite, hızlanmış konuşma ve riskli davranışlar beklenir. Burada enerji ve konuşma artışı değil belirgin azalma vardır. || Azalmış uyku ihtiyacı, taşkın/irritabl duygudurum, basınçlı konuşma, grandiyözite ve riskli davranış paterninde mani atağını hipomani, deliryum ve madde ilişkili tablolardan ayırma. || Mani atağında süre, enerji artışı, işlevsellikte belirgin bozulma/riskli davranış, içgörü azalması ve organik-madde dışlama basamaklarını birlikte kullanabilme."
v407-small-clerkships-grandiyozite,Grandiyozite,Grandiyozite; grandiyöz düşünce,Küçük Stajlar,Psikiyatri - mani belirtisi,P1,"Kişinin kendi güç, yetenek veya önemini gerçekçi olmayan biçimde abartmasıdır.","Manide büyük projeler, aşırı özgüven ve riskli kararlarla birlikte görülebilir. Psikotik düzeye ulaşırsa sanrısal grandiyözite gelişebilir.",Manide grandiyozite finansal/cinsel/mesleki riskli davranışla birleşebilir.,Narsistik özellikler kroniktir; mani epizodik enerji ve uyku değişikliğiyle gelir.,Mani atağı; Basınçlı konuşma; Riskli davranış,33,"Manide azalmış uyku ihtiyacı, taşkın veya irritabl duygudurum, grandiyözite, hızlanmış konuşma ve riskli davranışlar beklenir. Burada enerji ve konuşma artışı değil belirgin azalma vardır. || Azalmış uyku ihtiyacı, taşkın/irritabl duygudurum, basınçlı konuşma, grandiyözite ve riskli davranış paterninde mani atağını hipomani, deliryum ve madde ilişkili tablolardan ayırma. || Mani atağında süre, enerji artışı, işlevsellikte belirgin bozulma/riskli davranış, içgörü azalması ve organik-madde dışlama basamaklarını birlikte kullanabilme."
v407-small-clerkships-riskli-davranis,Riskli davranış,Riskli davranış; dürtüsel risk alma,Küçük Stajlar,Psikiyatri - mani belirtisi,P1,Kişinin sonuçlarını yeterince değerlendirmeden yüksek zarar potansiyelli davranışlara yönelmesidir.,"Manide kontrolsüz harcama, hızlı araç kullanma, uygunsuz girişimler veya cinsel risk davranışları görülebilir. Klinik önemi işlevsellik ve güvenlik kararını belirlemesidir.",Manide riskli davranış tanı kadar yatış/güvenlik kararını da etkiler.,DEHB’de dürtüsellik kronik başlar; manide epizodik duygu durum ve uyku değişikliği eşlik eder.,Mani atağı; Grandiyozite; Uyku ihtiyacında azalma,37,"Manide azalmış uyku ihtiyacı, taşkın veya irritabl duygudurum, grandiyözite, hızlanmış konuşma ve riskli davranışlar beklenir. Burada enerji ve konuşma artışı değil belirgin azalma vardır. || Azalmış uyku ihtiyacı, taşkın/irritabl duygudurum, basınçlı konuşma, grandiyözite ve riskli davranış paterninde mani atağını hipomani, deliryum ve madde ilişkili tablolardan ayırma. || Mani atağında süre, enerji artışı, işlevsellikte belirgin bozulma/riskli davranış, içgörü azalması ve organik-madde dışlama basamaklarını birlikte kullanabilme."
v407-small-clerkships-projeksiyon,Projeksiyon,Projeksiyon; yansıtma,Küçük Stajlar,Psikiyatri - savunma mekanizması,P1,Kişinin kendi kabul edilemez duygu veya dürtüsünü başkasına yüklemesidir.,Paranoid yorumlarda sık görülür; kişi kendi öfkesini ya da isteğini dış kaynağa atfeder. Savunma mekanizması sorularında “bende değil onda” mantığıyla tanınır.,Kendi dürtüsünü başkasına atfetme = projeksiyon.,Rasyonalizasyonda davranışa mantıklı görünen gerekçe uydurulur; projeksiyonda duygu başkasına yüklenir.,Savunma mekanizması; Reaksiyon formasyonu; Paranoid düşünce,39,"Karşıt tepki kurma, kişinin kabul edilemez bulduğu dürtü, istek veya duygusunun tam tersi yönde bilinçli davranış ve tutum sergilemesiyle karakterize savunma mekanizmasıdır. || Kişinin kabul edilemez bir dürtü veya duygusunun tam tersi yönde davranış ve tutum geliştirmesi hangi savunma mekanizmasını tanımlar? || Yansıtma"
v407-small-clerkships-induklenebilir-klonus,İndüklenebilir klonus,İndüklenebilir klonus; inducible clonus; uyarılabilir klonus,Küçük Stajlar,Psikiyatri/Toksikoloji - serotonerjik bulgu,P0,Muayenede uyarıyla ortaya çıkarılabilen ritmik kas kasılmasıdır.,Serotonin sendromunda hiperrefleksi ve klonus nöromüsküler hiperaktiviteyi gösterir. SSRI-triptan kombinasyonu gibi serotonerjik yük artışıyla aynı gün içinde gelişebilir.,"Serotonin sendromunda klonus, NMS’den ayırmada çok değerlidir.",Nöroleptik malign sendromda rijidite ve CK yüksekliği daha baskındır; klonus tipik değildir.,Serotonin sendromu; Hiperrefleksi; SSRI,11,"Serotonerjik ilaç maruziyeti sonrası hızlı başlayan mental durum, otonom ve nöromüsküler bulgularla serotonin sendromunu ayırt etme. || Serotonin sendromunda hızlı başlangıç, klonus ve hiperrefleksinin; nöroleptik malign sendrom, malign hipertermi, antikolinerjik toksidrom ve alkol yoksunluğundan ayrımını açıklayabilme. || Hasta majör depresyon nedeniyle düzenli SSRI kullandığını, aynı gün migren atağı için iki doz triptan aldığını belirtir. İkinci dozdan birkaç saat sonra huzursuzluk, titreme, terleme, ishal ve çarpıntı başlamıştır. Yakınları hastanın giderek ajite olduğunu ancak tamamen bilinçsiz hale gelmediğini söyler. Son günlerde antipsikotik başlanması, genel anestezi alması, alkolü aniden bırakması veya opioid kullanımı öyküsü yoktur. Başvuru sırasında kasılma nöbeti izlenmemiştir."
v407-small-clerkships-spontan-klonus,Spontan klonus,Spontan klonus; spontaneous clonus,Küçük Stajlar,Psikiyatri/Toksikoloji - serotonerjik bulgu,P1,Dış uyarı olmadan kendiliğinden görülen ritmik kas kasılmasıdır.,"Serotonin sendromunda ağır nöromüsküler hiperaktivite göstergesi olabilir. Ajitasyon, terleme, ishal ve hipertermiyle birlikte toksidromu destekler.",Spontan klonus serotonin toksisitesi için güçlü alarmdır.,Antikolinerjik toksisitede kuru cilt ve idrar retansiyonu; serotonin sendromunda terleme/ishal/klonus daha tipiktir.,Serotonin sendromu; İndüklenebilir klonus; Hiperrefleksi,3,"Serotonerjik ilaç maruziyeti sonrası hızlı başlayan mental durum, otonom ve nöromüsküler bulgularla serotonin sendromunu ayırt etme. || Serotonin sendromunda hızlı başlangıç, klonus ve hiperrefleksinin; nöroleptik malign sendrom, malign hipertermi, antikolinerjik toksidrom ve alkol yoksunluğundan ayrımını açıklayabilme. || Hızlı başlangıçlı ajitasyon, terleme, ishal, ateş, hiperrefleksi ve spontan klonus vardır."
v407-small-clerkships-kursun-boru-rijiditesi,Kurşun boru rijiditesi,Kurşun boru rijiditesi; lead-pipe rigidity,Küçük Stajlar,Psikiyatri/Toksikoloji - NMS bulgusu,P1,"Kas tonusunda yaygın, sürekli ve dişli çarktan bağımsız sertliktir.","Nöroleptik malign sendromda ateş, bilinç değişikliği, otonom instabilite ve CK yüksekliğiyle birlikte görülür. Serotonin sendromundaki klonus/hiperrefleksiden ayrılır.",NMS ipucu: kurşun boru rijiditesi + antipsikotik + CK yüksekliği.,Serotonin sendromunda klonus ve gastrointestinal bulgular daha belirgindir.,Nöroleptik malign sendrom; CK yüksekliği; Antipsikotik,16,"Serotonin sendromunda hızlı başlangıç, klonus ve hiperrefleksinin; nöroleptik malign sendrom, malign hipertermi, antikolinerjik toksidrom ve alkol yoksunluğundan ayrımını açıklayabilme. || Hasta majör depresyon nedeniyle düzenli SSRI kullandığını, aynı gün migren atağı için iki doz triptan aldığını belirtir. İkinci dozdan birkaç saat sonra huzursuzluk, titreme, terleme, ishal ve çarpıntı başlamıştır. Yakınları hastanın giderek ajite olduğunu ancak tamamen bilinçsiz hale gelmediğini söyler. Son günlerde antipsikotik başlanması, genel anestezi alması, alkolü aniden bırakması veya opioid kullanımı öyküsü yoktur. Başvuru sırasında kasılma nöbeti izlenmemiştir. || Antipsikotik, anestezik tetikleyici, opioid maruziyeti ve alkol kesilmesi öyküsünün olmaması başlıca toksikolojik çeldiricileri zayıflatır."
v407-small-clerkships-ck-yuksekligi,CK yüksekliği,CK yüksekliği; kreatin kinaz yüksekliği,Küçük Stajlar,Psikiyatri/Toksikoloji - kas hasarı göstergesi,P1,Kreatin kinaz düzeyinin kas yıkımı veya hasarı nedeniyle artmasıdır.,"NMS, malign hipertermi, rabdomiyoliz ve ağır nöbet sonrası yükselebilir. Klinik bağlam olmadan tek başına tanı koydurmaz.",Ateş + rijidite + antipsikotik + CK yüksekliği = NMS.,Serotonin sendromunda CK yükselebilir ama klonus/hiperrefleksi daha ayırt edicidir.,Nöroleptik malign sendrom; Rabdomiyoliz; Malign hipertermi,13,"Serotonin sendromunda hızlı başlangıç, klonus ve hiperrefleksinin; nöroleptik malign sendrom, malign hipertermi, antikolinerjik toksidrom ve alkol yoksunluğundan ayrımını açıklayabilme. || Laboratuvarlar tanıyı tek başına koymaz; hipertermi, ajitasyon ve kas aktivitesine bağlı rabdomiyoliz veya organ etkilenimini taramak için kullanılır. || Nöroleptik malign sendrom"
v407-small-clerkships-masseter-spazmi,Masseter spazmı,Masseter spazmı; çene spazmı,Küçük Stajlar,Acil/Toksikoloji - anestezi komplikasyonu,P1,Çene kaslarında ani sertleşme ve kasılmadır.,"Süksinilkolin veya volatil anestetik sonrası gelişirse malign hipertermi için erken uyarı olabilir. Hiperkarbi, rijidite ve hızla yükselen ateş eşlik edebilir.",Anestezi sonrası masseter spazmı + hiperkarbi = malign hipertermi alarmı.,Laringospazm hava yolu düzeyindedir; masseter spazmı malign hipertermiyle ilişkilendirilebilir.,Malign hipertermi; Süksinilkolin; Dantrolen,0,"Serotonin sendromunda hızlı başlangıç, klonus ve hiperrefleksinin; nöroleptik malign sendrom, malign hipertermi, antikolinerjik toksidrom ve alkol yoksunluğundan ayrımını açıklayabilme. || Malign hipertermi || Serotonerjik ilaç kombinasyonu sonrası saatler içinde başlayan ajitasyon, terleme, ishal, ateş, hiperrefleksi ve spontan/uyarılabilir klonus serotonin sendromunu en iyi açıklar. Klonus ve hiperrefleksi bu tabloyu nöroleptik malign sendromdan; nemli cilt ve ishal antikolinerjik toksidromdan; anestezi tetikleyicisinin olmaması malign hipertermiden ayırır."
v407-small-clerkships-hiperkarbi,Hiperkarbi,Hiperkarbi; CO2 yüksekliği,Küçük Stajlar,Acil/Toksikoloji - ventilasyon/metabolizma bulgusu,P1,Kanda karbondioksit düzeyinin artmasıdır.,Malign hipertermide artmış kas metabolizması ve CO₂ üretimi nedeniyle erken kapnografi bulgusu olabilir. Ani ETCO₂ yükselmesi anestezide önemli alarmdır.,Malign hipertermide erken ipucu ateşten önce hızlı CO₂ artışı olabilir.,Hipoventilasyonda hiperkarbi ventilasyon yetersizliğine bağlıdır; malign hipertermide metabolik CO₂ üretimi artar.,Malign hipertermi; Dantrolen; Volatil anestetik,0,"Serotonin sendromunda hızlı başlangıç, klonus ve hiperrefleksinin; nöroleptik malign sendrom, malign hipertermi, antikolinerjik toksidrom ve alkol yoksunluğundan ayrımını açıklayabilme. || Malign hipertermi || Serotonerjik ilaç kombinasyonu sonrası saatler içinde başlayan ajitasyon, terleme, ishal, ateş, hiperrefleksi ve spontan/uyarılabilir klonus serotonin sendromunu en iyi açıklar. Klonus ve hiperrefleksi bu tabloyu nöroleptik malign sendromdan; nemli cilt ve ishal antikolinerjik toksidromdan; anestezi tetikleyicisinin olmaması malign hipertermiden ayırır."
v407-small-clerkships-volatil-anestetik-tetiklenmesi,Volatil anestetik tetiklenmesi,Volatil anestetik tetiklenmesi; inhalasyon anestetiği tetiklenmesi,Küçük Stajlar,Acil/Toksikoloji - malign hipertermi,P1,Halotan/sevofluran gibi inhalasyon anestetiklerinin yatkın hastada malign hipertermiyi başlatmasıdır.,"Ryanodin reseptör ilişkili kalsiyum salınımı kontrolsüzleşir; kas rijiditesi, hiperkarbi, asidoz ve hipertermi gelişir. Tedavi dantrolendir.",Volatil anestetik + süksinilkolin malign hipertermi tetikleyicileridir.,NMS antipsikotiklerle günler içinde; malign hipertermi anestezi sırasında hızlı gelişir.,Malign hipertermi; Ryanodin reseptörü; Dantrolen,0,"Serotonin sendromunda hızlı başlangıç, klonus ve hiperrefleksinin; nöroleptik malign sendrom, malign hipertermi, antikolinerjik toksidrom ve alkol yoksunluğundan ayrımını açıklayabilme. || Malign hipertermi || Serotonerjik ilaç kombinasyonu sonrası saatler içinde başlayan ajitasyon, terleme, ishal, ateş, hiperrefleksi ve spontan/uyarılabilir klonus serotonin sendromunu en iyi açıklar. Klonus ve hiperrefleksi bu tabloyu nöroleptik malign sendromdan; nemli cilt ve ishal antikolinerjik toksidromdan; anestezi tetikleyicisinin olmaması malign hipertermiden ayırır."
v407-small-clerkships-uc-tarafli-okluzif-pansuman,Üç taraflı oklüzif pansuman,Üç taraflı oklüzif pansuman; three-sided dressing; oklüzif kapama,Küçük Stajlar,Acil/Travma - toraks ilk yardım,P1,Göğüs duvarı yarasını üç kenardan kapatarak tek yönlü hava çıkışı sağlamayı amaçlayan pansumandır.,Açık pnömotoraksta havanın içeri girmesini azaltırken tamamen kapalı basınç birikimini önlemeye çalışır. Definitif tedavi çoğu kez tüp torakostomidir.,Açık pnömotoraksta kapama tek yönlü valf mantığıyla yapılır.,Dört taraflı sıkı kapama tansiyon pnömotoraks riskini artırabilir.,Açık pnömotoraks; Tüp torakostomi; Tansiyon pnömotoraks,0,Açık pnömotoraks ilk yaklaşım || Göğüs duvarında emici açık yara ile gelişen açık pnömotoraksta ilk kapatma nasıl yapılır? || Üç taraflı kapatma hava girişini azaltırken havanın çıkışına izin vererek tansiyon pnömotoraks riskini azaltır.
