id,term,aliases,subcategory,priority,shortDefinition,postAnswerExplanation,tusPearl,differentialPoint,safeNestedTerms,occurrenceCount,sourceTextExamples
v402-pharmacology-sodyum-nitroprussid-siyanur-toksisitesi,Sodyum nitroprussid siyanür toksisitesi,Sodyum nitroprussid siyanür toksisitesi | nitroprussid siyanür toksisitesi,Antihipertansif aciller,P1,Sodyum nitroprussidin metabolizması sırasında siyanür/tiyosiyanat toksisitesi gelişebilmesidir.,Arteriyel ve venöz hızlı vazodilatasyon yapar; uzun süreli veya yüksek doz kullanımda toksik metabolitler birikebilir. Hipertansif acil ilaçları arasında bu yan etki ayırıcıdır.,Nitroprussid hızlı vazodilatör; siyanür toksisitesi sınav ipucudur.,Nitrogliserin daha çok venodilatasyon/koroner kullanım; nitroprussid arteriyel+venöz güçlü etkisiyle ayrılır.,Sodyum nitroprussid | Siyanür | Hipertansif acil,0,Sodyum || Sodyum
v402-pharmacology-statin-miyopatisi,Statin miyopatisi,Statin miyopatisi | statin ilişkili miyopati,Lipid düşürücü ilaçlar,P1,"Statin kullanımında kas ağrısı, CK yüksekliği ve nadiren rabdomiyoliz gelişebilmesidir.","HMG-CoA redüktaz inhibisyonu LDL reseptörlerini artırır; ancak kas toksisitesi özellikle yüksek doz, etkileşim veya predispozisyon varlığında önemlidir.",Statin + kas ağrısı/CK yüksekliği = miyopati-rabdomiyoliz düşün.,Fibratlar da miyopati yapabilir; statinlerle kombinasyon riski artırır.,HMG-CoA redüktaz | Rabdomiyoliz | CK yüksekliği,2,Statin ilişkili miyopati veya rabdomiyoliz. || Statin ilişkili miyopati veya rabdomiyoliz.
v402-pharmacology-ezetimib,Ezetimib,Ezetimib | ezetimibe,Lipid düşürücü ilaçlar,P1,Barsakta NPC1L1 taşıyıcısını inhibe ederek kolesterol emilimini azaltan ilaçtır.,LDL düşürmede statine eklenebilir; mekanizması kolesterol sentezinden çok intestinal emilim üzerinedir. Bu ayrım statinle karşılaştırmada önemlidir.,Ezetimib intestinal kolesterol emilimini azaltır.,Statin karaciğerde kolesterol sentezini; ezetimib barsak emilimini azaltır.,NPC1L1 | LDL kolesterol | Statin,14,"Statinler hepatositlerde kolesterol sentezinin hız kısıtlayıcı basamağını katalizleyen HMG-CoA redüktazı inhibe eder. Hücre içi kolesterol azalınca hepatik LDL reseptör ekspresyonu artar ve dolaşımdaki LDL partiküllerinin karaciğer tarafından temizlenmesi hızlanır. Bu mekanizma ezetimib, safra asidi sekestranları, PCSK9 inhibitörleri ve bempedoik asitten farklı hedef düzeyindedir. || Statinler hepatositlerde kolesterol sentezinin hız kısıtlayıcı basamağını katalizleyen HMG-CoA redüktazı inhibe eder. Hücre içi kolesterol azalınca hepatik LDL reseptör ekspresyonu artar ve dolaşımdaki LDL partiküllerinin karaciğer tarafından temizlenmesi hızlanır. Bu mekanizma ezetimib, safra asidi sekestranları, PCSK9 inhibitörleri ve bempedoik asitten farklı hedef düzeyindedir."
v402-pharmacology-pcsk9-inhibitoru,PCSK9 inhibitörü,PCSK9 inhibitörü | alirokumab | evolokumab,Lipid düşürücü ilaçlar,P1,LDL reseptör yıkımını azaltarak LDL klirensini artıran monoklonal antikor sınıfıdır.,PCSK9 bloke edilince hepatosit LDL reseptörleri daha fazla geri dönüştürülür ve LDL düşer. Ailesel hiperkolesterolemi ve yüksek riskli hastalarda düşünülür.,PCSK9 inhibitörü LDL reseptör sayısını artırır.,Statin HMG-CoA redüktazı inhibe eder; PCSK9 inhibitörü LDL reseptör yıkımını azaltır.,PCSK9 | LDL reseptörü | Ailesel hiperkolesterolemi,0,"PCSK9 aracılı LDL reseptör yıkımının inhibisyonu || Statinler hepatositlerde kolesterol sentezinin hız kısıtlayıcı basamağını katalizleyen HMG-CoA redüktazı inhibe eder. Hücre içi kolesterol azalınca hepatik LDL reseptör ekspresyonu artar ve dolaşımdaki LDL partiküllerinin karaciğer tarafından temizlenmesi hızlanır. Bu mekanizma ezetimib, safra asidi sekestranları, PCSK9 inhibitörleri ve bempedoik asitten farklı hedef düzeyindedir."
v402-pharmacology-bile-asit-baglayici-recine,Bile asit bağlayıcı reçine,Bile asit bağlayıcı reçine | kolestiramin,Lipid düşürücü ilaçlar,P1,Barsakta safra asitlerini bağlayarak enterohepatik geri emilimi azaltan ilaç grubudur.,Karaciğer kolesterolü safra asidi sentezine yönlendirir ve LDL reseptörleri artabilir. Trigliseridleri artırabilmesi ve ilaç/vitamin emilimini azaltması önemlidir.,Kolestiramin safra asitlerini bağlar; trigliseridi artırabilir.,Ezetimib kolesterol taşıyıcısını; safra asit reçineleri safra asitlerini bağlar.,Safra asidi | Enterohepatik dolaşım | LDL,0,"Digoksinin geniş doku dağılımı nedeniyle hemodiyaliz toksisiteyi güvenilir biçimde geri çeviren yöntem değildir. Böbrek fonksiyon bozukluğu risk faktörüdür, fakat spesifik bağlayıcı tedavinin yerini almaz. || Digoksinin geniş doku dağılımı nedeniyle hemodiyaliz toksisiteyi güvenilir biçimde geri çeviren yöntem değildir. Böbrek fonksiyon bozukluğu risk faktörüdür, fakat spesifik bağlayıcı tedavinin yerini almaz."
v402-pharmacology-allopurinol,Allopurinol,Allopurinol | ksantin oksidaz inhibitörü allopurinol,Gut ilaçları,P1,Ksantin oksidazı inhibe ederek ürik asit üretimini azaltan ilaçtır.,Kronik gut ve tümör lizis profilaksisinde kullanılır. Azatiyoprin/6-MP metabolizmasıyla etkileşimi doz ayarı açısından kritik olabilir.,Allopurinol ürik asit üretimini azaltır; akut atak ağrısını hızlı kesmez.,Kolşisin inflamasyonu azaltır; allopurinol ürik asit sentezini azaltır.,Ksantin oksidaz | Ürik asit | Azatiyoprin etkileşimi,67,"Allopurinol, purin yıkım yolunun son basamaklarında hipoksantin ve ksantinin ürik aside dönüşümünü katalizleyen ksantin oksidazı inhibe eder. Bu nedenle etkisi akut ağrıyı doğrudan kesmek değil, ürik asit üretimini azaltarak uzun dönem serum ürat yükünü düşürmektir. Ürikozürik ilaçlar, kolşisin, ürikazlar ve IL-1 inhibitörleri farklı basamakları hedeflediği için bu mekanizmayla karıştırılmamalıdır. || Allopurinol = üretimi azaltır; probenesid = atılımı artırır; kolşisin = inflamatuvar hücre yanıtını azaltır."
v402-pharmacology-kolsisin,Kolşisin,Kolşisin | colchicine,Gut ilaçları,P1,Mikrotübül polimerizasyonunu inhibe ederek nötrofil migrasyonu ve inflamasyonu azaltan ilaçtır.,Akut gut atağında inflamatuvar yanıtı azaltır. Gastrointestinal yan etkiler ve dar terapötik aralık benzeri toksisite riski önemlidir.,Kolşisin mikrotübül üzerinden nötrofil hareketini azaltır.,NSAİİ ağrı-inflamasyon; allopurinol ürik asit üretimi; kolşisin nötrofil migrasyonu ile ayrılır.,Mikrotübül | Nötrofil migrasyonu | Gut atağı,20,"Allopurinol, purin yıkım yolunun son basamaklarında hipoksantin ve ksantinin ürik aside dönüşümünü katalizleyen ksantin oksidazı inhibe eder. Bu nedenle etkisi akut ağrıyı doğrudan kesmek değil, ürik asit üretimini azaltarak uzun dönem serum ürat yükünü düşürmektir. Ürikozürik ilaçlar, kolşisin, ürikazlar ve IL-1 inhibitörleri farklı basamakları hedeflediği için bu mekanizmayla karıştırılmamalıdır. || Allopurinol = üretimi azaltır; probenesid = atılımı artırır; kolşisin = inflamatuvar hücre yanıtını azaltır."
v402-pharmacology-bisfosfonat,Bisfosfonat,Bisfosfonat | alendronat | zoledronat,Kemik metabolizması ilaçları,P1,Osteoklast aktivitesini azaltarak kemik rezorpsiyonunu baskılayan ilaç sınıfıdır.,Osteoporozda kullanılır; özofajit riskini azaltmak için bol suyla ve dik pozisyonda alınması gerekir. Çene osteonekrozu nadir fakat önemli yan etkidir.,Bisfosfonatlar osteoklastı baskılar; özofajit için doğru kullanım önemlidir.,Denosumab RANKL hedefler; bisfosfonat kemik matriksine bağlanıp osteoklastı etkiler.,Osteoklast | Osteoporoz | Özofajit,0,
v402-pharmacology-denosumab,Denosumab,Denosumab | RANKL inhibitörü denosumab,Kemik metabolizması ilaçları,P1,RANKL’ı inhibe ederek osteoklast oluşum ve aktivitesini azaltan monoklonal antikordur.,Osteoporoz ve bazı kemik metastazı durumlarında kullanılır. Hipokalsemi ve enfeksiyon riski izlem açısından önemlidir.,Denosumab RANKL inhibisyonu ile osteoklastı azaltır.,Bisfosfonatlar kemikte birikip osteoklast fonksiyonunu bozar; denosumab RANKL’ı hedefler.,RANKL | Osteoklast | Hipokalsemi,0,
v402-pharmacology-cinakals-et,Cinakals et,Cinakals et | cinacalcet | kalsimimetik,Endokrin farmakoloji,P1,Paratiroid kalsiyum algılayıcı reseptör duyarlılığını artırarak PTH salınımını azaltan kalsimimetiktir.,Sekonder hiperparatiroidi veya paratiroid karsinomunda PTH ve kalsiyum kontrolüne yardımcı olabilir. Hipokalsemi riski takip edilir.,Cinakals et PTH salınımını azaltan kalsimimetiktir.,Teriparatid PTH analoğu olarak kemik yapımını uyarır; cinakals et PTH salınımını azaltır.,CaSR | PTH | Hipokalsemi,0,
v402-pharmacology-teriparatid,Teriparatid,Teriparatid | PTH analoğu teriparatid,Kemik metabolizması ilaçları,P1,Aralıklı PTH analoğu etkisiyle osteoblast aktivitesini ve kemik yapımını artıran ilaçtır.,Sürekli PTH kemik rezorpsiyonunu artırabilirken aralıklı teriparatid uygulaması anabolik etki gösterebilir. Osteosarkom uyarısı ve kullanım süresi sınavda önemlidir.,Teriparatid aralıklı PTH analoğu olarak kemik yapımını artırır.,Bisfosfonat/denosumab antiresorptif; teriparatid anabolik tedavi olarak ayrılır.,PTH | Osteoblast | Osteoporoz,0,"Metotreksat folat analoğu bir antimetabolittir ve temel olarak dihidrofolat redüktazı inhibe ederek tetrahidrofolat yenilenmesini azaltır. Tetrahidrofolat havuzu azalınca timidilat ve purin sentezi bozulur, bu da özellikle mukozal epitel ve kemik iliği gibi hızlı bölünen dokularda DNA sentezini baskılar. Lökovorin kurtarma, indirgenmiş folat sağlayarak normal hücrelerde bu metabolik blokajın toksik etkisini azaltmayı amaçlar; renal klirens gecikmesi toksisiteyi artırabilir. || Metotreksat folat analoğu bir antimetabolittir ve temel olarak dihidrofolat redüktazı inhibe ederek tetrahidrofolat yenilenmesini azaltır. Tetrahidrofolat havuzu azalınca timidilat ve purin sentezi bozulur, bu da özellikle mukozal epitel ve kemik iliği gibi hızlı bölünen dokularda DNA sentezini baskılar. Lökovorin kurtarma, indirgenmiş folat sağlayarak normal hücrelerde bu metabolik blokajın toksik etkisini azaltmayı amaçlar; renal klirens gecikmesi toksisiteyi artırabilir."
v402-pharmacology-mifepriston,Mifepriston,Mifepriston | mifepristone,Üreme farmakolojisi,P1,Progesteron reseptör antagonisti olarak gebeliğin devamı için gerekli progesteron etkisini bloke eden ilaçtır.,Tıbbi gebelik sonlandırmada prostaglandin analoğu ile birlikte kullanılabilir. Reseptör antagonizması nedeniyle misoprostolden mekanistik olarak ayrılır.,Mifepriston progesteron antagonisti; misoprostol prostaglandin analoğudur.,Oksitosin uterus kontraksiyonu artırır; mifepriston progesteron desteğini kaldırır.,Progesteron reseptörü | Misoprostol | Gebelik sonlandırma,0,
v402-pharmacology-tamoksifen,Tamoksifen,Tamoksifen | tamoxifen,Endokrin onkoloji,P1,Meme dokusunda östrojen reseptör antagonisti gibi davranan selektif östrojen reseptör modülatörüdür.,ER pozitif meme kanserinde kullanılır; endometriumda agonist etki nedeniyle endometriyal kanser ve tromboemboli riski önemlidir.,"Tamoksifen meme antagonisti, endometrium agonisti gibi davranır.",Aromataz inhibitörleri postmenopozal östrojen sentezini azaltır; tamoksifen reseptör modülatörüdür.,SERM | Östrojen reseptörü | Endometriyal kanser,0,
v402-pharmacology-aromataz-inhibitoru,Aromataz inhibitörü,Aromataz inhibitörü | anastrozol | letrozol,Endokrin onkoloji,P1,Androjenlerin östrojene dönüşümünü azaltan ilaç sınıfıdır.,Postmenopozal ER pozitif meme kanserinde kullanılır. Östrojen azalması kemik kaybı ve artralgilere yol açabilir.,Aromataz inhibitörü postmenopozal östrojen üretimini azaltır.,Tamoksifen reseptör modülatörü; aromataz inhibitörü hormon sentez basamağını hedefler.,Aromataz | Östrojen | Meme kanseri,0,
v402-pharmacology-5-alfa-reduktaz-inhibitoru,5-alfa redüktaz inhibitörü,5-alfa redüktaz inhibitörü | finasterid | dutasterid,Ürolojik farmakoloji,P1,Testosteronun dihidrotestosterona dönüşümünü azaltan ilaç sınıfıdır.,Benign prostat hiperplazisi ve androgenetik alopeside kullanılır. Prostat hacmini küçültme etkisi zaman alır; cinsel yan etkiler ve PSA yorumuna etkisi önemlidir.,Finasterid DHT sentezini azaltır.,Alfa-1 bloker hızlı semptom rahatlatır; 5-alfa redüktaz inhibitörü prostat hacmini zamanla azaltır.,DHT | Benign prostat hiperplazisi | PSA,0,Makrolidin HMG-CoA redüktazı doğrudan inhibe ederek aditif farmakodinamik etki oluşturması || Makrolidlerin kas toksisitesini artırması HMG-CoA redüktazı birlikte inhibe etmelerinden kaynaklanmaz; antibakteriyel etkileri ribozomal protein sentezi üzerindedir. Burada aditif farmakodinamik inhibisyondan çok statin düzeyinin yükselmesiyle dozla ilişkili miyotoksisite gelişmiştir.
v402-pharmacology-alfa-1-bloker-bph-tedavisi,Alfa-1 bloker BPH tedavisi,Alfa-1 bloker BPH tedavisi | tamsulosin | alfa bloker BPH,Ürolojik farmakoloji,P1,Prostat ve mesane boynunda alfa-1 blokajla idrar akımını rahatlatan tedavi yaklaşımıdır.,Tamsulosin özellikle alfa-1A seçiciliğiyle BPH semptomlarında kullanılır. Ortostatik hipotansiyon ve ejakülasyon bozukluğu yan etkileri olabilir.,Tamsulosin BPH semptomlarını düz kas gevşemesiyle hızlı azaltır.,Finasterid DHT azaltarak prostat hacmini zamanla küçültür; tamsulosin dinamik obstrüksiyonu azaltır.,Alfa-1 reseptör | BPH | Ortostatik hipotansiyon,0,"Beta-bloker toksisitesinde bradikardi, hipotansiyon ve hipoglisemiyi birlikte değerlendirip glukagonun beta reseptörden bağımsız kardiyak sinyal yolunu ayırt etme. || Yakınları hastanın yaklaşık 3-4 saat önce normal dozunun üzerinde çok sayıda propranolol tableti aldığını belirtmektedir. İlacı migren profilaksisi ve hipertansiyon için düzenli kullandığı, son günlerde ek kalsiyum kanal blokeri veya digoksin başlamadığı öğrenilmiştir. Acile getirildiğinde belirgin halsizlik, baş dönmesi ve uykuya eğilim vardır. Kusma ya da travma öyküsü alınmaz; evde başka ilaç kutusu bulunmamıştır."
v402-pharmacology-ivermektin,İvermektin,İvermektin | ivermectin,Antiparaziter ilaçlar,P1,Parazitlerde glutamat kapılı klor kanallarını artırarak paralizi yapan antiparaziter ilaçtır.,Strongyloides ve onchocerciasis gibi helmint enfeksiyonlarında kullanılır. Mikrofilaryal reaksiyon ve nörotoksisite uyarıları klinik bağlama göre önemlidir.,İvermektin parazitte klor kanalını artırır ve paralizi yapar.,Albendazol mikrotübül/glukoz alımı; ivermektin klor kanalı etkisiyle ayrılır.,Glutamat kapılı klor kanalı | Strongyloides | Onchocerca,0,
v402-pharmacology-albendazol,Albendazol,Albendazol | mebendazol,Antiparaziter ilaçlar,P1,Parazitlerde mikrotübül oluşumunu bozarak glukoz alımını azaltan benzimidazol ilaçtır.,Helmint enfeksiyonlarında kullanılır; parazitin enerji üretimi bozulur. Gebelik ve karaciğer toksisitesi açısından dikkat edilir.,Albendazol helmintte mikrotübül/glukoz alımını bozar.,İvermektin klor kanalı; prazikuantel kalsiyum geçirgenliği ile ayrılır.,Mikrotübül | Helmint | Glukoz alımı,0,
v402-pharmacology-praziquantel,Praziquantel,Praziquantel | prazikuantel,Antiparaziter ilaçlar,P1,Trematod ve sestodlarda kalsiyum geçirgenliğini artırarak spastik paralizi yapan ilaçtır.,Schistosoma ve bazı sestod enfeksiyonlarında kullanılır. Parazit kasılma ve tegument hasarıyla immün temizliğe açık hale gelir.,Praziquantel şistozom ve sestodlarda kalsiyum geçirgenliği üzerinden etkilidir.,Albendazol mikrotübül; prazikuantel kalsiyum ilişkili spastik paralizi yapar.,Kalsiyum geçirgenliği | Schistosoma | Sestod,0,
v402-pharmacology-acyclovir,Acyclovir,Acyclovir | asiklovir,Antiviral ilaçlar,P1,Viral timidin kinazla aktive edilen guanozin analoğu antiviral ilaçtır.,HSV ve VZV tedavisinde kullanılır; viral DNA polimerazı inhibe eder. Kristal nefropati/renal toksisite riski hidrasyonla azaltılabilir.,Asiklovir viral timidin kinazla aktive olur; HSV/VZV için klasiktir.,Gansiklovir CMV için daha güçlüdür ama miyelosupresyon riski belirgindir.,Viral timidin kinaz | HSV | VZV,0,
v402-pharmacology-gansiklovir-miyelosupresyonu,Gansiklovir miyelosupresyonu,Gansiklovir miyelosupresyonu | ganciclovir myelosuppression,Antiviral yan etkileri,P1,Gansiklovir kullanımında nötropeni ve kemik iliği baskılanması gelişebilmesidir.,CMV tedavisinde kullanılır; DNA polimeraz inhibisyonu yapar. Myelosupresyon özellikle immünsüprese hastada klinik izlem gerektirir.,CMV tedavisinde gansiklovir; yan etki miyelosupresyon.,Foskarnet nefrotoksisite ve elektrolit bozukluğu; gansiklovir miyelosupresyonla ayrılır.,Gansiklovir | CMV | Nötropeni,0,
v402-pharmacology-oseltamivir,Oseltamivir,Oseltamivir | neuraminidase inhibitor oseltamivir,Antiviral ilaçlar,P1,İnfluenza virüsünde nöraminidazı inhibe ederek virüs salınımını azaltan ilaçtır.,Erken başlanması klinik faydayı artırır. Mekanizma viral girişten çok yeni virionların hücreden ayrılmasını azaltmaya yöneliktir.,Oseltamivir nöraminidaz inhibitörüdür; influenza için kullanılır.,Amantadin M2 kanalını hedefler; oseltamivir nöraminidazı hedefler.,Nöraminidaz | İnfluenza | Antiviral tedavi,0,Kapalı alanda insektisit maruziyeti → kolinesteraz inhibitörüyle uyumlu toksik maruziyet bağlamı oluşturur. || Kapalı alanda insektisit maruziyeti → kolinesteraz inhibitörüyle uyumlu toksik maruziyet bağlamı oluşturur.
v402-pharmacology-ritonavir-cyp-inhibisyonu,Ritonavir CYP inhibisyonu,Ritonavir CYP inhibisyonu | ritonavir boosting,Antiretroviral farmakoloji,P1,Ritonavirin CYP3A inhibisyonu ile başka proteaz inhibitörlerinin düzeyini artırmak için kullanılmasıdır.,Farmakokinetik güçlendirici olarak düşük doz kullanılabilir. Bu kavram antiretroviral ilaç etkileşimlerini anlamada temel örnektir.,Ritonavir güçlü CYP3A inhibitörü olarak boosting amacıyla kullanılır.,Rifampisin CYP indükler; ritonavir CYP inhibe eder.,CYP450 inhibisyonu | Proteaz inhibitörü | Antiretroviral tedavi,0,"Organofosfatlar kolinesterazı fosforile ederek asetilkolin yıkımını azaltır; sonuçta muskarinik sekresyon-bradikardi ve nikotinik fasikülasyon bulguları birlikte gelişir. Pralidoksim, yaşlanma oluşmadan önce fosforillenmiş enzimi reaktive etmeyi hedefler; atropinden farkı reseptörü bloke etmek yerine toksik enzim inhibisyonunu geri çevirmeye çalışmasıdır. Bu nedenle veriler yalnızca kolinerjik bulguyu değil, antidotun enzim düzeyindeki hedefini ayırt ettirir. || Organofosfatlar kolinesterazı fosforile ederek asetilkolin yıkımını azaltır; sonuçta muskarinik sekresyon-bradikardi ve nikotinik fasikülasyon bulguları birlikte gelişir. Pralidoksim, yaşlanma oluşmadan önce fosforillenmiş enzimi reaktive etmeyi hedefler; atropinden farkı reseptörü bloke etmek yerine toksik enzim inhibisyonunu geri çevirmeye çalışmasıdır. Bu nedenle veriler yalnızca kolinerjik bulguyu değil, antidotun enzim düzeyindeki hedefini ayırt ettirir."
v402-pharmacology-nrti-mitokondriyal-toksisite,NRTI mitokondriyal toksisite,NRTI mitokondriyal toksisite | nükleozid revers transkriptaz inhibitörü mitokondriyal toksisite,Antiretroviral yan etkileri,P1,NRTI’ların mitokondriyal DNA polimeraz etkilenmesiyle laktik asidoz ve organ toksisitesi yapabilmesidir.,"Zidovudin, stavudin gibi ajanlarda kemik iliği baskılanması, periferik nöropati veya laktik asidoz gibi yan etkiler ilaç bazında değişebilir.",NRTI sınıfında mitokondriyal toksisite ve laktik asidoz akılda tutulur.,Proteaz inhibitörleri metabolik sendrom; NRTI mitokondriyal toksisiteyle ayrılır.,NRTI | Laktik asidoz | Mitokondriyal DNA,0,"Organofosfat toksisitesinde temel sorun kolinesteraz inhibisyonuna bağlı asetilkolin birikimidir; atropin reseptör düzeyinde, pralidoksim enzim düzeyinde etki eder. || Kapalı alanda insektisit maruziyeti öyküsü, organofosfat toksisitesi için güçlü farmakolojik bağlam oluşturur."
v402-pharmacology-proteaz-inhibitoru-metabolik-sendrom,Proteaz inhibitörü metabolik sendrom,Proteaz inhibitörü metabolik sendrom | HIV proteaz inhibitörü metabolik sendrom,Antiretroviral yan etkileri,P1,"HIV proteaz inhibitörleriyle insülin direnci, dislipidemi ve lipodistrofi gelişebilmesidir.",Antiretroviral tedavide uzun dönem kardiyometabolik risk yönetimi önemlidir. Ritonavir gibi ajanlar CYP etkileşimleriyle de dikkat çeker.,Proteaz inhibitörleri metabolik sendrom/lipodistrofi yapabilir.,NRTI mitokondriyal toksisite; proteaz inhibitörü metabolik yan etkilerle ayrılır.,Proteaz inhibitörü | Dislipidemi | İnsülin direnci,0,Klonus ve hiperrefleksi nöromüsküler hiperaktiviteyi gösterir; kurşun boru rijiditesinin baskın olmaması dopaminerjik blokajla ilişkili sendromlardan ayrımı destekler. || Klonus ve hiperrefleksi nöromüsküler hiperaktiviteyi gösterir; kurşun boru rijiditesinin baskın olmaması dopaminerjik blokajla ilişkili sendromlardan ayrımı destekler.
v402-pharmacology-primaquin-g6pd-hemolizi,Primaquin G6PD hemolizi,Primaquin G6PD hemolizi | primaquine G6PD deficiency,Antimalaryal yan etkileri,P1,Primaquin kullanımında G6PD eksikliği olanlarda oksidatif hemoliz gelişebilmesidir.,Primaquin hipnozoitlere etkisi nedeniyle P. vivax/ovale eradikasyonunda kullanılır; başlamadan önce G6PD değerlendirmesi önemlidir.,Primaquin vermeden önce G6PD eksikliği düşünülür.,Klorokin retinopati; primaquin hemoliz riskiyle ayrılır.,G6PD eksikliği | Oksidatif hemoliz | Hipnozoit,0,G6PD eksikliğinde metilen mavisi etkisiz kalabilir veya hemolizi artırabilir; bu ayrım toksikoloji sorularında önemlidir. || G6PD eksikliğinde metilen mavisi etkisiz kalabilir veya hemolizi artırabilir; bu ayrım toksikoloji sorularında önemlidir.
v402-pharmacology-kalsinorin-inhibitoru-nefrotoksisitesi,Kalsinörin inhibitörü nefrotoksisitesi,Kalsinörin inhibitörü nefrotoksisitesi | siklosporin nefrotoksisitesi | takrolimus nefrotoksisitesi,İmmünsupresanlar,P1,Siklosporin ve takrolimusun afferent arteriol vazokonstriksiyonu ve tübüler etkilerle böbrek hasarı yapabilmesidir.,"IL-2 transkripsiyonunu azaltarak T hücre aktivasyonunu baskılarlar. Nefrotoksisite, hipertansiyon ve ilaç düzeyi izlemi transplant farmakolojisinin temelidir.",Kalsinörin inhibitörleri nefrotoksisite ve hipertansiyonla öne çıkar.,Sirolimus mTOR inhibisyonu yapar ve belirgin nefrotoksisite kalsinörin inhibitörleri kadar klasik değildir.,Siklosporin | Takrolimus | IL-2,0,Sisplatin nefrotoksisitesini azaltmak için kullanılan koruyucu yaklaşımın temel mantığı nedir? || Mesna siklofosfamidin hemorajik sistit toksisitesinde kullanılır; sisplatin nefrotoksisitesi için klasik isim amifostindir.
v402-pharmacology-sirolimus,Sirolimus,Sirolimus | mTOR inhibitörü sirolimus,İmmünsupresanlar,P1,mTOR inhibisyonu ile T hücre proliferasyonunu azaltan immünsupresan ilaçtır.,"IL-2 sinyalinin hücre döngüsü etkisini azaltır. Yara iyileşmesini geciktirme, hiperlipidemi ve miyelosupresyon yan etkileriyle kalsinörin inhibitörlerinden ayrılır.",Sirolimus mTOR inhibitörüdür; yara iyileşmesini geciktirebilir.,Takrolimus kalsinörin inhibisyonu; sirolimus mTOR inhibisyonu yapar.,mTOR | T hücre proliferasyonu | Transplantasyon,0,
